"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HN02","HN03","HTDD","HX01","HX02","HX03","LN01","LN02","LN03","LX01","LX02","LX03","MN01","MN02","MN03","MNPN","MX01","MX02","MX03","MXPN","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2017-10",,"566","5","1","0",,,"0","0","0","23","0","37",,,"0.01","81",,"342",,,,"156",,,,,,,,,,,,,,,,,,"0.01",,,"60.2","71.7","48.6",,,,,,,,
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2017-11",,"566","0","2","0",,,"0","0","0","6","0","33",,,"0.05","78",,"666",,,,"324",,,,,,,,,,,,,,,,,,"0.08",,,"54.2","64.2","44.2",,,,,,,,
"USC00045968","MOUNT LAGUNA NUMBER 3, CA US","32.8672","-116.4194","1804.4","2017-12",,"566","0","2","0",,,"0","5","0","0","0","20",,,"0.01","68",,"1215",,,,"549",,,,,,,,,,,,,,,,,,"0.02",,,"47.3","56.0","38.6",,,,,,,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2017-09",,,,"1","0",,"0",,,,,,,,"0.0","0.03",,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.0",,,,,,,,,,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2017-10",,,,"1","1",,"0",,,,,,,,"0.0","0.10",,,,,,,,,,,,,,,,,,,,,,,,,"0.10",,"0.0",,,,,,,,,,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2017-11",,,,"7","3",,,,,,,,,,,"0.49",,,,,,,,,,,,,,,,,,,,,,,,,"1.00",,,,,,,,,,,,,
"US1CAMT0006","CASTROVILLE 1.6 ENE, CA US","36.776417","-121.728389","5.5","2017-12",,,,"2","0",,"0",,,,,,,,"0.0","0.04",,,,,,,,,,,,,,,,,,,,,,,,,"0.07",,"0.0",,,,,,,,,,,
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2017-09",,"1388","246",,,,,"0","0","0","29","5","52",,,,"106",,"11",,,,"11",,,,,,,,,,,,,,,,,,,,,"72.8","82.9","62.8",,,,,,,,
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2017-10",,"1650","262",,,,,"0","0","0","28","11","51",,,,"100",,"35",,,,"24",,,,,,,,,,,,,,,,,,,,,"72.7","83.1","62.2",,,,,,,,
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2017-11",,"1743","93",,,,,"0","0","0","22","2","46",,,,"91",,"105",,,,"70",,,,,,,,,,,,,,,,,,,,,"65.8","74.9","56.7",,,,,,,,
"USR0000CGOO","GOOSE VALLEY CALIFORNIA, CA US","33.0736","-116.8458","466.3","2017-12",,"1803","59",,,,,"0","0","0","20","0","41",,,,"86",,"207",,,,"101",,,,,,,,,,,,,,,,,,,,,"63.6","72.6","54.6",,,,,,,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2017-09",,,,"1","1",,"0",,,,,,,,"0.0","0.35",,,,,,,,,,,,,,,,,,,,,,,,,"0.35",,"0.0",,,,,,,,,,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2017-10",,,,"1","1",,"0",,,,,,,,"0.0","0.11",,,,,,,,,,,,,,,,,,,,,,,,,"0.11",,"0.0",,,,,,,,,,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2017-11",,,,"6","2",,,,,,,,,,,"0.36",,,,,,,,,,,,,,,,,,,,,,,,,"0.61",,,,,,,,,,,,,
"US1CAMT0003","LOCKWOOD 3.6 NW, CA US","35.980762","-121.11736","360.0","2017-12",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2017-09",,"1510","152",,,,,"0","0","0","25","2","41",,,,"91",,"64",,,,"64",,,,,,,,,,,,,,,,,,,,,"67.9","78.2","57.7",,,,,,,,
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2017-10",,"1616","105",,,,,"0","0","0","25","0","42",,,,"86",,"135",,,,"71",,,,,,,,,,,,,,,,,,,,,"66.1","76.0","56.2",,,,,,,,
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2017-11",,"1647","31",,,,,"0","0","0","13","0","39",,,,"83",,"323",,,,"188",,,,,,,,,,,,,,,,,,,,,"59.8","68.7","50.9",,,,,,,,
"USR0000CRCH","RANCHITA CALIFORNIA, CA US","33.2222","-116.4975","1345.7","2017-12",,"1647","0",,,,,"0","2","0","5","0","29",,,,"74",,"654",,,,"331",,,,,,,,,,,,,,,,,,,,,"54.3","62.7","45.9",,,,,,,,
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2017-09",,"2456","331","3","2","0","0","0","0","0","30","14","41","0","0.0","0.64","104",,"25",,,,"25",,,,,,,,,,,,,,,,,,"1.01",,"0.0","75.2","90.0","60.3",,,,,,,,
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2017-10",,"2578","122","0","0","0","0","0","0","0","31","9","41","0","0.0","0.00","93",,"48",,,,"22",,,,,,,,,,,,,,,,,,"0.00",,"0.0","68.2","85.0","51.4",,,,,,,,
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2017-11",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"USC00044405","JOSHUA TREE, CA US","34.1471","-116.2747","781.2","2017-12",,,"0","1","0","0","0","0","3","0","11","0","29","0","0.0","0.06","76",,,,,,"401",,,,,,,,,,,,,,,,,,"0.06",,"0.0","52.1","65.3","38.8",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2017-09",,,"168","2","0",,,"0","0","0","30","6","46",,,"0.04","110",,,,,,"14",,,,,,,,,,,,,,,,,,"0.06",,,"70.1","83.6","56.7",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2017-10",,,"46",,,,,"0","0","0","26","4","40",,,,"97",,,,,,"99",,,,,,,,,,,,,,,,,,,,,"63.3","79.2","47.5",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2017-11",,,"5",,,,,"0","0","0","12","0","40",,,,"80",,,,,,"191",,,,,,,,,,,,,,,,,,,,,"58.8","69.1","48.4",,,,,,,,
"USC00047916","SANTA CRUZ, CA US","36.98785","-121.99952","21.3","2017-12",,,"0","1","1",,,"0","1","0","9","0","31",,,"0.18","81",,,,,,"380",,,,,,,,,,,,,,,,,,"0.18",,,"52.7","67.1","38.4",,,,,,,,
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2017-09",,"478","181","1","0",,,"0","0","0","30","9","44",,,"0.02","107",,"26",,,,"22",,,,,,,,,,,,,,,,,,"0.02",,,"70.3","85.3","55.3",,,,,,,,
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2017-10",,"508","30","0","0",,,"0","0","0","26","0","39",,,"0.00","89",,"126",,,,"99",,,,,,,,,,,,,,,,,,"0.00",,,"62.8","79.1","46.4",,,,,,,,
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2017-11",,"508","0","8","7",,,"0","0","0","2","0","34",,,"1.36","70",,"421",,,,"295",,,,,,,,,,,,,,,,,,"3.67",,,"55.2","64.8","45.6",,,,,,,,
"USC00046826","PETALUMA AIRPORT, CA US","38.2577","-122.6077","6.1","2017-12",,"508","0","1","0",,,"0","15","0","0","0","26",,,"0.08","65",,"977",,,,"556",,,,,,,,,,,,,,,,,,"0.08",,,"47.0","60.9","33.2",,,,,,,,
"US1CAMT0019","CARMEL VALLEY VILLAGE 0.7 SSE, CA US","36.476316","-121.719656","135.9","2017-09",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2017-09",,,"38","2","2",,,"0","2","0","14","0","26",,,"0.55","89",,"268",,,,"250",,,,,,,,,,,,,,,,,,"0.66",,,"57.9","69.3","46.6",,,,,,,,
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2017-10",,,"2","2","1",,,"0","4","0","13","0","26",,,"0.14","79",,"588",,,,"319",,,,,,,,,,,,,,,,,,"0.15",,,"54.4","66.7","42.1",,,,,,,,
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2017-11",,,"0",,,,,"0","11","0","4","0","24",,,,"72",,"1129",,,,"541",,,,,,,,,,,,,,,,,,"2.77",,,"47.0","58.4","35.5",,,,,,,,
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2017-12",,,"0","1","1",,,"0","12","0","0","0","17",,,"0.17","64",,"1776",,,,"647",,,,,,,,,,,,,,,,,,"0.17",,,"44.1","54.9","33.3",,,,,,,,
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2017-09",,"441","28","4","1","0","0","0","4","0","21","0","28","0","0.0","0.53","88",,"228",,,,"228",,,,,,,,,,,,,,,,,,"0.65",,"0.0","58.4","72.4","44.3",,,,,,,,
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2017-10",,"441","0","1","0","0","0","0","14","0","13","0","26","0","0.0","0.08","77",,"712",,,,"484",,,,,,,,,,,,,,,,,,"0.08",,"0.0","49.4","66.0","32.8",,,,,,,,
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2017-11",,"441","0","3","3","0","0","0","13","0","1","0","23","0","0.6","1.77","71",,"1279",,,,"567",,,,,,,,,,,,,,,,,,"2.70",,"0.6","46.1","58.1","34.0",,,,,,,,
"USC00044881","LEE VINING, CA US","37.9567","-119.1194","2071.7","2017-12",,"441","0","0","0","0","0","0","28","0","0","0","12","0","0.0","0.00","58",,"2208",,,,"929",,,,,,,,,,,,,,,,,,"0.00",,"0.0","35.0","47.4","22.6",,,,,,,,
"US1CAIN0009","BIG PINE 0.5 ENE, CA US","37.168793","-118.287757","1210.7","2017-09",,,,"2","2",,"0",,,,,,,,"0.0","0.12",,,,,,,,,,,,,,,,,,,,,,,,,"0.23",,"0.0",,,,,,,,,,,
"US1CAIN0009","BIG PINE 0.5 ENE, CA US","37.168793","-118.287757","1210.7","2017-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"US1CAIN0009","BIG PINE 0.5 ENE, CA US","37.168793","-118.287757","1210.7","2017-11",,,,"1","1",,"0",,,,,,,,"0.0","0.53",,,,,,,,,,,,,,,,,,,,,,,,,"0.53",,"0.0",,,,,,,,,,,
"US1CAIN0009","BIG PINE 0.5 ENE, CA US","37.168793","-118.287757","1210.7","2017-12",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"US1CAIN0008","INDEPENDENCE 0.2 NNW, CA US","36.806055","-118.201436","1193.0","2017-09",,,,"1","1",,,,,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,,,,,,,"0.14",,,,,,,,,,,,,
"US1CAIN0008","INDEPENDENCE 0.2 NNW, CA US","36.806055","-118.201436","1193.0","2017-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2017-09","6.0","2063","328","0","0",,,"0","0","0","30","13","48",,,"0.00","106",,"6",,,,"6",,,,,,,,,,,,,,,,,,"0.00",,,"75.7","89.2","62.2",,"150","310",,,"23.0","32",
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2017-10","4.9","2119","56","2","1",,,"0","0","0","29","2","42",,,"0.35","92",,"58",,,,"52",,,,,,,,,,,,,,,,,,"0.37",,,"65.1","80.5","49.8",,"160","160",,,"28.0","37",
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2017-11","5.8","2119","0","11","10",,,"0","0","0","0","0","36",,,"0.64","69",,"348",,,,"290",,,,,,,,,,,,,,,,,,"4.40",,,"55.3","62.1","48.6",,"150","160",,,"23.9","32",
"USW00093210","OROVILLE MUNICIPAL AIRPORT, CA US","39.49","-121.61833","57.9","2017-12","4.0","2119","0","1","0",,,"0","1","0","0","0","31",,,"0.02","67",,"886",,,,"538",,,,,,,,,,,,,,,,,,"0.02",,,"47.7","58.7","36.6",,"170","150",,,"30.0","37",
"US1CAIN0004","BISHOP 1.7 NW, CA US","37.38781","-118.4141","1274.4","2017-09",,,,"4","1",,,,,,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,"0.24",,,,,,,,,,,,,
"US1CAIN0004","BISHOP 1.7 NW, CA US","37.38781","-118.4141","1274.4","2017-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"US1CAIN0004","BISHOP 1.7 NW, CA US","37.38781","-118.4141","1274.4","2017-11",,,,"3","1",,"0",,,,,,,,"0.0","0.25",,,,,,,,,,,,,,,,,,,,,,,,,"0.28",,"0.0",,,,,,,,,,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2017-09",,,,"5","1",,"0",,,,,,,,"0.0","0.18",,,,,,,,,,,,,,,,,,,,,,,,,"0.30",,"0.0",,,,,,,,,,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2017-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2017-11",,,,"3","2",,"0",,,,,,,,"0.0","0.45",,,,,,,,,,,,,,,,,,,,,,,,,"0.61",,"0.0",,,,,,,,,,,
"US1CAIN0002","BISHOP 8.5 WSW, CA US","37.322667","-118.54037","1829.4","2017-12",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,"0.0",,,,,,,,,,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2017-09",,,,"2","1",,"0",,,,,,,,"0.0","0.10",,,,,,,,,,,,,,,,,,,,,,,,,"0.19",,"0.0",,,,,,,,,,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2017-10",,,,"1","1",,"0",,,,,,,,"0.0","0.24",,,,,,,,,,,,,,,,,,,,,,,,,"0.24",,"0.0",,,,,,,,,,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2017-11",,,,"3","2",,"0",,,,,,,,"0.0","1.27",,,,,,,,,,,,,,,,,,,,,,,,,"1.77",,"0.0",,,,,,,,,,,
"US1CAMT0023","BIG SUR 9.5 NNW, CA US","36.3980210983642","-121.868510842323","335.3","2017-12",,,,"1","1",,"0",,,,,,,,"0.0","0.15",,,,,,,,,,,,,,,,,,,,,,,,,"0.15",,"0.0",,,,,,,,,,,
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2017-09","6.7","1291","219","2","0",,,"0","0","0","30","13","39",,,"0.02","115",,"19",,,,"17",,,,,,,,,,,,,,,,,,"0.03",,,"71.7","89.3","54.2",,"210","200",,,"28.0","37",
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2017-10","4.7","1333","43","2","0",,,"0","1","0","27","9","31",,,"0.08","99",,"127",,,,"108",,,,,,,,,,,,,,,,,,"0.09",,,"62.9","84.1","41.6",,"330","320",,,"25.1","33",
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2017-11","4.9","1333","0","6","1",,,"0","5","0","18","0","29",,,"0.10","88",,"389",,,,"262",,,,,,,,,,,,,,,,,,"0.17",,,"56.3","71.7","40.9",,"140",,,,"36.9",,
"USW00093209","PASO ROBLES MUNICIPAL AIRPORT, CA US","35.6697","-120.6283","246.9","2017-12","3.8","1333","0","1","0",,,"0","27","0","15","0","18",,,"0.02","79",,"922",,,,"533",,,,,,,,,,,,,,,,,,"0.02",,,"47.8","68.4","27.1",,"210","210",,,"59.9","60",
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2017-09",,,,"4","1",,"0",,,,,,,,"0.0","0.13",,,,,,,,,,,,,,,,,,,,,,,,,"0.23",,"0.0",,,,,,,,,,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2017-10",,,,"2","1",,"0",,,,,,,,"0.0","1.01",,,,,,,,,,,,,,,,,,,,,,,,,"1.06",,"0.0",,,,,,,,,,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2017-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.68",,,,,,,,,,,,,
"US1CASH0006","SHINGLETOWN 5.3 ENE, CA US","40.523927","-121.795657","1208.2","2017-12",,,,"2","2",,"0",,,,,,,,"0.7","0.51",,,,,,,,,,,,,,,,,,,,,,,,,"0.90",,"0.7",,,,,,,,,,,
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2017-09",,"1048","101","3","1",,,"0","0","0","23","2","41",,,"0.48","91",,"105",,,,"100",,,,,,,,,,,,,,,,,,"0.56",,,"65.0","75.6","54.5",,,,,,,,
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2017-10",,"1118","70","1","0","0","0","0","0","0","24","0","41","0","0.0","0.08","85",,"202",,,,"97",,,,,,,,,,,,,,,,,,"0.08",,"0.0","64.1","74.5","53.7",,,,,,,,
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2017-11",,"1129","12","1","0","0","0","0","0","0","11","0","39","0","0.0","0.04","81",,"439",,,,"237",,,,,,,,,,,,,,,,,,"0.04",,"0.0","57.5","66.3","48.7",,,,,,,,
"USC00044412","JULIAN CDF, CA US","33.0763","-116.5925","1284.7","2017-12",,"1129","0","1","0","0","0","0","2","0","3","0","26","0","0.0","0.05","71",,"814",,,,"374",,,,,,,,,,,,,,,,,,"0.05",,"0.0","52.9","60.8","45.0",,,,,,,,
