value,value_std_dev,nvalue,qcflag,time
373.76,0.08,9,pass,2002-02-25
374.22,0.13,8,pass,2002-02-26
374.58,0.79,13,pass,2002-02-27
374.83,0.05,15,pass,2002-02-28
373.18,0.25,14,pass,2002-03-01
372.72,0.19,12,pass,2002-03-02
375.21,0.16,7,pass,2002-03-03
373.96,0.2,4,pass,2002-03-05
373.17,0.13,13,pass,2002-03-06
373.5,0.12,5,pass,2002-03-07
373.95,0.07,8,pass,2002-03-08
373.5,0.16,12,pass,2002-03-09
374.61,0.1,14,pass,2002-03-10
374.3,0.29,13,pass,2002-03-11
374.15,0.16,11,pass,2002-03-12
374.08,0.15,12,pass,2002-03-13
374.08,0.07,4,pass,2002-03-14
374.04,0.24,11,pass,2002-03-15
373.68,0.11,10,pass,2002-03-16
374.03,0.08,13,pass,2002-03-17
375.57,0.69,10,pass,2002-03-18
373.95,0.11,10,pass,2002-03-20
374.57,0.35,13,pass,2002-03-21
375.07,0.07,4,pass,2002-03-22
374.4,0.1,15,pass,2002-03-28
373.85,0.06,15,pass,2002-03-29
374.59,0.49,13,pass,2002-03-30
373.54,0.06,15,pass,2002-03-31
373.52,0.06,15,pass,2002-04-01
373.38,0.06,15,pass,2002-04-02
374.66,0.07,8,pass,2002-04-03
375.39,0.08,14,pass,2002-04-04
375.11,0.12,11,pass,2002-04-05
374.23,0.09,12,pass,2002-04-06
375.34,0.12,13,pass,2002-04-07
374.88,0.05,14,pass,2002-04-08
374.83,0.1,10,pass,2002-04-09
374.56,0.17,14,pass,2002-04-10
374.12,0.02,6,pass,2002-04-11
373.96,0.14,11,pass,2002-04-12
374.03,0.18,13,pass,2002-04-13
375.39,0.07,5,pass,2002-04-14
375.3,0.15,8,pass,2002-04-15
374.83,0.24,11,pass,2002-04-16
375.18,0.2,13,pass,2002-04-17
375.5,0.08,6,pass,2002-04-19
375.18,0.2,5,pass,2002-04-20
375.48,0.13,15,pass,2002-04-21
375.0,0.15,11,pass,2002-04-22
374.93,0.06,13,pass,2002-04-23
375.09,0.15,12,pass,2002-04-24
375.77,0.07,8,pass,2002-04-25
375.86,0.11,13,pass,2002-04-26
375.76,0.09,14,pass,2002-04-27
375.99,0.21,13,pass,2002-04-28
375.98,0.1,11,pass,2002-04-29
376.19,0.2,15,pass,2002-04-30
376.06,0.13,10,pass,2002-05-01
376.23,0.36,10,pass,2002-05-02
376.18,0.14,12,pass,2002-05-03
375.75,0.49,10,pass,2002-05-04
375.44,0.14,13,pass,2002-05-05
375.85,0.1,5,pass,2002-05-06
376.24,0.11,7,pass,2002-05-07
376.32,0.05,5,pass,2002-05-08
374.99,0.51,8,pass,2002-05-09
374.73,0.14,13,pass,2002-05-10
374.63,0.04,3,pass,2002-05-12
374.91,0.22,14,pass,2002-05-13
375.41,0.3,11,pass,2002-05-14
374.87,0.22,13,pass,2002-05-15
374.99,0.14,13,pass,2002-05-16
375.58,0.19,8,pass,2002-05-17
376.02,0.23,13,pass,2002-05-19
375.1,0.48,10,pass,2002-05-20
375.93,0.11,10,pass,2002-05-21
376.09,0.05,13,pass,2002-05-22
376.14,0.17,14,pass,2002-05-23
376.12,0.15,15,pass,2002-05-24
376.08,0.07,15,pass,2002-05-25
375.92,0.04,11,pass,2002-05-26
376.58,0.13,9,pass,2002-05-27
376.11,0.14,14,pass,2002-05-28
376.14,0.12,13,pass,2002-05-29
376.2,0.11,14,pass,2002-05-30
376.52,0.14,13,pass,2002-05-31
376.22,0.09,12,pass,2002-06-01
375.94,0.11,14,pass,2002-06-02
375.67,0.11,14,pass,2002-06-03
375.67,0.13,14,pass,2002-06-04
375.98,0.07,7,pass,2002-06-05
376.13,0.25,14,pass,2002-06-06
376.0,0.19,13,pass,2002-06-07
375.91,0.11,11,pass,2002-06-08
375.64,0.09,14,pass,2002-06-09
375.66,0.2,6,pass,2002-06-10
375.23,0.16,12,pass,2002-06-11
375.46,0.14,15,pass,2002-06-12
375.58,0.17,14,pass,2002-06-13
375.43,0.07,9,pass,2002-06-14
375.15,0.17,6,pass,2002-06-15
375.36,0.24,12,pass,2002-06-16
375.51,0.09,7,pass,2002-06-17
375.01,0.1,10,pass,2002-06-18
375.2,0.28,7,pass,2002-06-19
375.06,0.14,13,pass,2002-06-20
376.25,0.23,12,pass,2002-06-23
376.53,0.46,9,pass,2002-06-24
376.37,0.18,4,pass,2002-06-25
374.96,0.03,14,pass,2002-06-26
374.69,0.16,12,pass,2002-06-27
374.86,0.11,14,pass,2002-06-28
374.77,0.2,6,pass,2002-06-29
374.83,0.07,6,pass,2002-06-30
374.56,0.25,13,pass,2002-07-01
375.17,0.25,9,pass,2002-07-02
374.57,0.13,7,pass,2002-07-03
374.79,0.19,13,pass,2002-07-04
374.87,0.15,11,pass,2002-07-05
374.94,0.06,6,pass,2002-07-06
374.77,0.12,14,pass,2002-07-07
374.97,0.03,10,pass,2002-07-08
374.55,0.13,14,pass,2002-07-09
373.94,0.23,11,pass,2002-07-10
374.06,0.15,15,pass,2002-07-11
374.44,0.05,13,pass,2002-07-12
374.53,0.07,15,pass,2002-07-13
374.37,0.18,7,pass,2002-07-15
373.95,0.11,10,pass,2002-07-16
373.87,0.07,12,pass,2002-07-18
373.86,0.05,11,pass,2002-07-19
373.98,0.1,12,pass,2002-07-20
373.94,0.09,14,pass,2002-07-21
373.84,0.08,14,pass,2002-07-22
373.85,0.07,14,pass,2002-07-23
373.65,0.11,13,pass,2002-07-24
371.41,0.21,7,pass,2002-07-27
372.58,1.5,5,pass,2002-07-29
373.48,0.12,15,pass,2002-07-30
373.29,0.2,13,pass,2002-07-31
373.52,0.15,9,pass,2002-08-01
373.95,0.1,12,pass,2002-08-02
373.14,1.3,4,pass,2002-08-03
373.31,0.57,9,pass,2002-08-04
372.94,0.38,13,pass,2002-08-05
372.59,0.17,13,pass,2002-08-06
372.2,0.12,9,pass,2002-08-07
371.75,0.13,8,pass,2002-08-09
372.62,0.1,12,pass,2002-08-10
372.64,0.19,5,pass,2002-08-11
371.72,0.42,10,pass,2002-08-13
371.81,0.21,11,pass,2002-08-14
371.79,0.19,13,pass,2002-08-15
372.45,0.09,8,pass,2002-08-16
370.45,0.11,6,pass,2002-08-17
370.56,0.11,10,pass,2002-08-18
372.01,0.15,13,pass,2002-08-19
372.07,0.18,13,pass,2002-08-20
371.86,0.08,15,pass,2002-08-21
371.36,0.27,15,pass,2002-08-22
370.54,0.21,7,pass,2002-08-23
370.89,0.35,8,pass,2002-08-24
371.36,0.11,10,pass,2002-08-25
371.73,0.15,13,pass,2002-08-26
370.39,0.12,7,pass,2002-08-28
369.78,0.24,8,pass,2002-08-29
370.65,0.2,9,pass,2002-08-30
371.64,0.11,11,pass,2002-08-31
370.44,0.09,4,pass,2002-09-01
369.63,0.15,7,pass,2002-09-02
369.43,0.12,10,pass,2002-09-03
371.23,0.13,12,pass,2002-09-06
370.58,0.22,8,pass,2002-09-07
371.45,0.15,9,pass,2002-09-09
371.93,0.09,6,pass,2002-09-10
371.7,0.07,13,pass,2002-09-12
371.31,0.33,11,pass,2002-09-13
371.78,0.28,4,pass,2002-09-14
372.0,0.1,5,pass,2002-09-16
370.11,0.13,13,pass,2002-09-17
370.55,0.11,8,pass,2002-09-18
370.62,0.09,4,pass,2002-09-19
370.88,0.1,14,pass,2002-09-20
370.82,0.17,9,pass,2002-09-21
370.28,0.09,6,pass,2002-09-22
370.31,0.09,6,pass,2002-09-25
370.39,0.13,8,pass,2002-09-26
370.7,0.17,8,pass,2002-09-27
370.84,0.32,9,pass,2002-09-28
370.35,0.09,10,pass,2002-09-29
369.39,0.17,14,pass,2002-09-30
369.78,0.11,12,pass,2002-10-01
369.69,0.03,3,pass,2002-10-02
369.8,0.27,11,pass,2002-10-03
369.67,0.19,12,pass,2002-10-04
370.48,0.16,10,pass,2002-10-05
370.01,0.09,12,pass,2002-10-06
369.49,0.13,15,pass,2002-10-07
369.7,0.16,7,pass,2002-10-08
369.79,0.06,11,pass,2002-10-09
369.9,0.09,15,pass,2002-10-10
370.16,0.13,15,pass,2002-10-11
370.3,0.15,8,pass,2002-10-12
371.54,0.16,9,pass,2002-10-13
370.65,0.17,11,pass,2002-10-14
370.69,0.09,15,pass,2002-10-15
370.96,0.1,12,pass,2002-10-16
371.68,0.14,11,pass,2002-10-17
371.6,0.1,11,pass,2002-10-18
371.54,0.11,14,pass,2002-10-19
371.47,0.19,10,pass,2002-10-20
371.17,0.11,14,pass,2002-10-21
371.02,0.09,13,pass,2002-10-22
370.52,0.16,9,pass,2002-10-23
370.05,0.19,6,pass,2002-10-24
370.28,0.14,14,pass,2002-10-25
370.27,0.08,14,pass,2002-10-26
370.11,0.13,12,pass,2002-10-27
370.86,0.1,14,pass,2002-10-28
371.22,0.1,10,pass,2002-10-29
371.59,0.1,6,pass,2002-10-30
371.2,0.22,15,pass,2002-10-31
371.19,0.05,15,pass,2002-11-01
371.26,0.06,15,pass,2002-11-02
371.81,0.3,8,pass,2002-11-03
372.71,0.08,13,pass,2002-11-04
372.67,0.18,15,pass,2002-11-05
371.69,0.18,15,pass,2002-11-06
371.59,0.08,15,pass,2002-11-07
371.7,0.02,13,pass,2002-11-08
371.59,0.08,15,pass,2002-11-09
371.93,0.14,13,pass,2002-11-10
371.66,0.12,10,pass,2002-11-11
371.76,0.05,8,pass,2002-11-12
371.96,0.04,14,pass,2002-11-13
372.04,0.07,14,pass,2002-11-14
371.89,0.06,14,pass,2002-11-15
371.79,0.09,8,pass,2002-11-16
372.03,0.2,13,pass,2002-11-17
373.59,0.18,10,pass,2002-11-18
372.72,0.11,14,pass,2002-11-19
372.8,0.11,9,pass,2002-11-20
372.83,0.08,11,pass,2002-11-21
372.39,0.2,8,pass,2002-11-22
372.73,0.03,5,pass,2002-11-23
372.88,0.11,9,pass,2002-11-24
372.64,0.06,15,pass,2002-11-26
372.76,0.09,10,pass,2002-11-27
372.85,0.04,14,pass,2002-11-28
372.65,0.09,14,pass,2002-11-29
372.81,0.38,15,pass,2002-11-30
372.52,0.06,15,pass,2002-12-01
372.63,0.15,14,pass,2002-12-02
373.3,0.21,12,pass,2002-12-03
373.41,0.14,14,pass,2002-12-04
372.87,0.09,3,pass,2002-12-05
373.02,0.19,7,pass,2002-12-06
373.56,0.35,11,pass,2002-12-07
374.1,0.74,8,pass,2002-12-08
372.85,0.18,10,pass,2002-12-09
373.51,0.6,13,pass,2002-12-10
373.98,0.15,10,pass,2002-12-11
373.5,0.13,9,pass,2002-12-12
373.76,0.18,10,pass,2002-12-13
373.44,0.07,14,pass,2002-12-14
373.44,0.15,13,pass,2002-12-15
373.89,0.2,13,pass,2002-12-16
373.53,0.16,13,pass,2002-12-17
373.68,0.09,5,pass,2002-12-18
373.44,0.15,4,pass,2002-12-19
373.64,0.18,13,pass,2002-12-20
373.37,0.06,12,pass,2002-12-21
374.47,0.03,11,pass,2002-12-22
374.64,0.13,14,pass,2002-12-23
375.47,0.35,12,pass,2002-12-24
374.18,0.09,15,pass,2002-12-25
373.84,0.05,15,pass,2002-12-26
374.04,0.22,15,pass,2002-12-27
374.67,0.14,15,pass,2002-12-28
374.51,0.11,14,pass,2002-12-29
374.96,0.17,9,pass,2002-12-30
375.4,0.15,11,pass,2002-12-31
375.43,0.08,12,pass,2003-01-01
374.04,0.07,9,pass,2003-01-02
374.15,0.13,13,pass,2003-01-03
374.33,0.05,14,pass,2003-01-04
374.22,0.02,7,pass,2003-01-05
375.46,0.16,13,pass,2003-01-06
374.92,0.13,14,pass,2003-01-07
373.87,0.07,11,pass,2003-01-08
374.35,0.1,10,pass,2003-01-09
374.21,0.07,13,pass,2003-01-10
374.79,0.18,14,pass,2003-01-11
374.8,0.11,15,pass,2003-01-12
374.75,0.12,12,pass,2003-01-13
374.78,0.07,15,pass,2003-01-14
374.48,0.2,15,pass,2003-01-15
376.18,0.82,12,pass,2003-01-16
375.09,0.17,15,pass,2003-01-17
375.06,0.19,15,pass,2003-01-18
374.64,0.27,14,pass,2003-01-19
374.62,0.58,13,pass,2003-01-20
375.65,0.04,13,pass,2003-01-22
375.09,0.14,12,pass,2003-01-23
374.9,0.12,14,pass,2003-01-24
374.63,0.08,14,pass,2003-01-25
375.0,0.24,12,pass,2003-01-26
375.58,0.23,11,pass,2003-01-27
374.84,0.08,12,pass,2003-01-28
375.27,0.08,9,pass,2003-01-29
374.96,0.17,14,pass,2003-01-30
376.17,0.05,4,pass,2003-01-31
375.25,0.1,10,pass,2003-02-01
375.47,0.17,11,pass,2003-02-02
375.21,0.11,12,pass,2003-02-03
375.05,0.07,13,pass,2003-02-04
375.01,0.08,13,pass,2003-02-05
374.72,0.06,15,pass,2003-02-06
375.16,0.29,13,pass,2003-02-07
375.54,0.21,15,pass,2003-02-08
375.32,0.28,13,pass,2003-02-09
374.75,0.07,14,pass,2003-02-10
375.02,0.06,15,pass,2003-02-11
374.81,0.08,13,pass,2003-02-12
374.94,0.09,15,pass,2003-02-13
374.93,0.47,12,pass,2003-02-14
376.02,0.06,12,pass,2003-02-15
376.38,0.22,14,pass,2003-02-16
376.25,0.15,9,pass,2003-02-17
376.65,0.11,11,pass,2003-02-18
376.39,0.15,14,pass,2003-02-19
376.37,0.08,13,pass,2003-02-20
376.22,0.05,14,pass,2003-02-21
376.38,0.13,8,pass,2003-02-22
376.52,0.38,11,pass,2003-02-23
377.29,0.19,13,pass,2003-02-24
375.61,0.23,14,pass,2003-02-26
375.52,0.1,14,pass,2003-02-27
375.17,0.2,13,pass,2003-02-28
375.98,0.19,12,pass,2003-03-01
375.94,0.22,14,pass,2003-03-02
376.12,0.09,5,pass,2003-03-03
377.38,0.62,12,pass,2003-03-04
376.54,0.39,4,pass,2003-03-05
375.86,0.19,13,pass,2003-03-06
376.07,0.27,14,pass,2003-03-07
376.17,0.15,15,pass,2003-03-08
375.88,0.18,11,pass,2003-03-09
376.27,0.06,15,pass,2003-03-10
377.79,0.36,11,pass,2003-03-11
377.47,0.11,15,pass,2003-03-12
375.45,0.27,12,pass,2003-03-13
375.32,0.15,13,pass,2003-03-14
375.24,0.08,13,pass,2003-03-16
376.16,0.06,4,pass,2003-03-17
375.63,0.1,8,pass,2003-03-18
376.28,0.1,14,pass,2003-03-19
376.49,0.1,5,pass,2003-03-20
376.44,0.07,14,pass,2003-03-23
376.67,0.07,11,pass,2003-03-24
377.08,0.07,5,pass,2003-03-25
377.13,0.11,8,pass,2003-03-26
377.31,0.1,11,pass,2003-03-27
376.96,0.24,14,pass,2003-03-28
377.41,0.1,4,pass,2003-03-29
376.93,0.17,15,pass,2003-03-30
376.42,0.25,4,pass,2003-03-31
376.19,0.09,13,pass,2003-04-01
376.53,0.04,4,pass,2003-04-02
377.48,0.09,11,pass,2003-04-03
377.17,0.14,12,pass,2003-04-04
377.21,0.11,10,pass,2003-04-05
376.86,0.13,13,pass,2003-04-06
376.47,0.22,11,pass,2003-04-07
377.09,0.1,9,pass,2003-04-08
377.2,0.16,11,pass,2003-04-09
377.45,0.15,9,pass,2003-04-10
377.75,0.33,9,pass,2003-04-11
377.08,0.08,12,pass,2003-04-12
377.22,0.29,11,pass,2003-04-13
377.72,0.25,10,pass,2003-04-14
377.98,0.12,8,pass,2003-04-15
378.23,0.15,15,pass,2003-04-19
378.37,0.18,10,pass,2003-04-20
378.1,0.08,14,pass,2003-04-21
378.28,0.17,14,pass,2003-04-22
378.38,0.13,14,pass,2003-04-23
378.38,0.11,8,pass,2003-04-24
378.33,0.23,10,pass,2003-04-25
378.64,0.18,13,pass,2003-04-26
378.96,0.18,15,pass,2003-04-27
378.32,0.38,12,pass,2003-04-28
378.3,0.3,8,pass,2003-04-29
378.98,0.27,10,pass,2003-04-30
378.84,0.35,4,pass,2003-05-01
378.38,0.14,14,pass,2003-05-02
378.6,0.24,10,pass,2003-05-03
378.35,0.25,7,pass,2003-05-04
377.5,0.12,9,pass,2003-05-05
379.27,0.13,3,pass,2003-05-07
377.72,0.27,14,pass,2003-05-08
377.5,0.25,12,pass,2003-05-09
378.07,0.22,8,pass,2003-05-10
377.74,0.2,9,pass,2003-05-11
377.4,0.05,14,pass,2003-05-12
377.51,0.11,15,pass,2003-05-13
377.53,0.04,14,pass,2003-05-14
377.54,0.1,15,pass,2003-05-15
379.07,0.8,10,pass,2003-05-16
379.69,0.16,13,pass,2003-05-17
380.17,0.2,14,pass,2003-05-18
379.99,0.04,13,pass,2003-05-19
379.1,0.18,10,pass,2003-05-20
379.6,0.14,15,pass,2003-05-21
379.28,0.13,15,pass,2003-05-22
378.94,0.25,14,pass,2003-05-23
378.96,0.21,10,pass,2003-05-24
378.9,0.33,11,pass,2003-05-25
378.72,0.27,11,pass,2003-05-26
379.23,0.1,10,pass,2003-05-27
379.11,0.06,14,pass,2003-05-28
379.06,0.22,4,pass,2003-05-29
378.22,0.15,7,pass,2003-05-30
377.82,0.18,10,pass,2003-05-31
377.62,0.23,11,pass,2003-06-01
378.82,0.21,10,pass,2003-06-02
378.57,0.15,12,pass,2003-06-03
378.79,0.14,14,pass,2003-06-04
378.39,0.18,13,pass,2003-06-06
378.31,0.23,15,pass,2003-06-07
378.72,0.11,14,pass,2003-06-10
378.31,0.14,14,pass,2003-06-12
378.6,0.11,11,pass,2003-06-13
378.35,0.22,13,pass,2003-06-14
378.12,0.1,9,pass,2003-06-15
378.04,0.1,10,pass,2003-06-16
378.04,0.12,14,pass,2003-06-17
378.07,0.12,6,pass,2003-06-18
378.63,0.56,8,pass,2003-06-19
378.18,0.35,12,pass,2003-06-20
377.75,0.18,12,pass,2003-06-21
377.96,0.1,7,pass,2003-06-22
378.76,0.53,7,pass,2003-06-24
378.52,0.15,14,pass,2003-06-25
378.38,0.29,12,pass,2003-06-26
378.37,0.16,11,pass,2003-06-27
377.86,0.16,5,pass,2003-06-28
377.48,0.2,6,pass,2003-06-29
377.47,0.22,12,pass,2003-06-30
378.03,0.18,15,pass,2003-07-01
378.73,0.07,5,pass,2003-07-02
376.67,0.4,4,pass,2003-07-03
377.09,0.1,8,pass,2003-07-05
375.79,0.13,7,pass,2003-07-06
377.14,0.13,14,pass,2003-07-07
375.72,0.08,8,pass,2003-07-08
376.22,0.08,9,pass,2003-07-09
376.65,0.13,9,pass,2003-07-10
377.32,0.24,14,pass,2003-07-11
377.16,0.08,8,pass,2003-07-12
377.07,0.04,12,pass,2003-07-13
378.25,0.2,14,pass,2003-07-14
377.35,0.53,10,pass,2003-07-15
376.43,0.14,14,pass,2003-07-16
377.04,0.12,14,pass,2003-07-17
377.21,0.11,14,pass,2003-07-18
376.69,0.08,5,pass,2003-07-20
376.92,0.16,14,pass,2003-07-21
376.52,0.08,5,pass,2003-07-22
376.67,0.06,8,pass,2003-07-23
376.02,0.08,10,pass,2003-07-24
375.9,0.1,4,pass,2003-07-25
376.02,0.11,15,pass,2003-07-26
376.17,0.09,8,pass,2003-07-27
376.13,0.03,14,pass,2003-07-28
376.31,0.17,15,pass,2003-07-29
376.24,0.18,15,pass,2003-07-30
374.36,0.52,9,pass,2003-07-31
376.07,0.13,10,pass,2003-08-01
376.07,0.26,10,pass,2003-08-02
375.5,0.09,3,pass,2003-08-04
375.29,0.23,5,pass,2003-08-05
375.35,0.1,13,pass,2003-08-06
375.18,0.13,10,pass,2003-08-07
374.36,0.13,11,pass,2003-08-08
373.99,0.12,12,pass,2003-08-09
373.91,0.17,6,pass,2003-08-10
375.38,0.18,6,pass,2003-08-11
375.33,0.05,6,pass,2003-08-12
374.93,0.15,14,pass,2003-08-13
374.79,0.14,8,pass,2003-08-14
374.53,0.08,6,pass,2003-08-15
373.85,0.14,3,pass,2003-08-16
372.94,0.19,5,pass,2003-08-18
373.37,0.32,10,pass,2003-08-19
374.29,0.14,11,pass,2003-08-20
373.93,0.18,13,pass,2003-08-21
373.97,0.08,11,pass,2003-08-22
374.84,0.04,7,pass,2003-08-23
373.59,0.12,9,pass,2003-08-28
373.29,0.35,12,pass,2003-08-29
373.44,0.09,9,pass,2003-09-04
372.6,0.23,10,pass,2003-09-05
373.59,0.1,4,pass,2003-09-06
373.64,0.09,12,pass,2003-09-07
373.46,0.14,11,pass,2003-09-08
373.44,0.16,4,pass,2003-09-09
373.49,0.16,4,pass,2003-09-10
372.53,0.13,12,pass,2003-09-11
372.85,0.19,12,pass,2003-09-12
372.44,0.37,10,pass,2003-09-13
372.77,0.15,14,pass,2003-09-14
372.94,0.11,15,pass,2003-09-15
372.62,0.09,14,pass,2003-09-16
372.76,0.09,13,pass,2003-09-17
373.13,0.17,8,pass,2003-09-18
373.07,0.16,11,pass,2003-09-20
373.16,0.07,13,pass,2003-09-21
373.12,0.12,13,pass,2003-09-22
373.36,0.16,13,pass,2003-09-23
373.64,0.09,12,pass,2003-09-24
373.51,0.19,12,pass,2003-09-25
373.29,0.08,10,pass,2003-09-26
373.29,0.11,14,pass,2003-09-28
373.14,0.17,6,pass,2003-09-29
373.22,0.28,8,pass,2003-09-30
373.43,0.08,11,pass,2003-10-01
373.51,0.1,12,pass,2003-10-02
373.07,0.18,12,pass,2003-10-03
373.29,0.14,14,pass,2003-10-04
373.13,0.1,14,pass,2003-10-05
373.28,0.13,11,pass,2003-10-06
372.89,0.2,13,pass,2003-10-07
372.91,0.08,14,pass,2003-10-08
372.76,0.09,10,pass,2003-10-09
372.43,0.22,13,pass,2003-10-10
373.04,0.23,8,pass,2003-10-11
372.98,0.13,15,pass,2003-10-12
373.17,0.29,13,pass,2003-10-13
373.06,0.05,10,pass,2003-10-14
372.24,0.16,12,pass,2003-10-15
372.63,0.09,12,pass,2003-10-16
372.68,0.33,13,pass,2003-10-17
372.78,0.26,4,pass,2003-10-18
372.69,0.15,13,pass,2003-10-19
373.37,0.06,12,pass,2003-10-21
373.43,0.07,12,pass,2003-10-22
373.76,0.08,11,pass,2003-10-23
373.86,0.08,12,pass,2003-10-24
373.47,0.07,4,pass,2003-10-25
373.3,0.14,13,pass,2003-10-26
373.5,0.14,13,pass,2003-10-27
373.3,0.09,8,pass,2003-10-28
373.34,0.08,14,pass,2003-10-29
373.38,0.13,7,pass,2003-10-30
373.56,0.18,12,pass,2003-10-31
374.75,0.12,5,pass,2003-11-04
373.66,0.07,14,pass,2003-11-06
373.67,0.14,15,pass,2003-11-07
373.77,0.24,15,pass,2003-11-08
373.77,0.07,15,pass,2003-11-09
374.03,0.08,12,pass,2003-11-10
373.98,0.09,13,pass,2003-11-11
375.04,0.04,4,pass,2003-11-12
375.21,0.13,12,pass,2003-11-13
374.55,0.15,6,pass,2003-11-14
375.08,0.18,14,pass,2003-11-15
374.28,0.06,4,pass,2003-11-16
374.82,0.05,5,pass,2003-11-17
374.59,0.17,10,pass,2003-11-18
374.53,0.13,13,pass,2003-11-19
375.82,0.32,12,pass,2003-11-20
375.2,0.1,12,pass,2003-11-21
374.99,0.13,14,pass,2003-11-22
375.63,0.12,14,pass,2003-11-23
375.63,0.2,13,pass,2003-11-24
375.42,0.07,13,pass,2003-11-25
375.23,0.1,14,pass,2003-11-26
375.06,0.11,14,pass,2003-11-27
375.04,0.11,11,pass,2003-11-28
374.91,0.06,15,pass,2003-11-29
375.02,0.22,14,pass,2003-11-30
375.35,0.12,15,pass,2003-12-01
375.25,0.12,15,pass,2003-12-02
375.39,0.15,15,pass,2003-12-03
375.52,0.22,14,pass,2003-12-04
375.47,0.12,11,pass,2003-12-05
375.23,0.08,7,pass,2003-12-06
375.22,0.09,14,pass,2003-12-07
375.48,0.17,11,pass,2003-12-08
375.38,0.1,14,pass,2003-12-09
375.49,0.23,13,pass,2003-12-10
376.06,0.15,7,pass,2003-12-11
376.21,0.21,9,pass,2003-12-12
376.33,0.65,10,pass,2003-12-13
376.92,0.63,11,pass,2003-12-14
375.87,0.22,14,pass,2003-12-15
377.11,0.08,6,pass,2003-12-16
376.49,0.58,10,pass,2003-12-17
375.93,0.17,13,pass,2003-12-18
375.97,0.28,14,pass,2003-12-19
376.06,0.07,13,pass,2003-12-20
376.02,0.13,9,pass,2003-12-21
376.16,0.07,15,pass,2003-12-22
376.16,0.12,8,pass,2003-12-24
376.2,0.17,6,pass,2003-12-26
376.35,0.15,11,pass,2003-12-29
376.3,0.09,11,pass,2003-12-30
376.29,0.04,14,pass,2003-12-31
376.49,0.19,13,pass,2004-01-01
376.32,0.1,11,pass,2004-01-02
376.36,0.04,14,pass,2004-01-03
376.38,0.13,14,pass,2004-01-04
376.28,0.08,14,pass,2004-01-05
376.69,0.12,14,pass,2004-01-06
376.31,0.07,14,pass,2004-01-07
376.18,0.09,14,pass,2004-01-08
376.26,0.03,14,pass,2004-01-09
376.27,0.07,14,pass,2004-01-10
376.49,0.1,14,pass,2004-01-11
376.24,0.06,14,pass,2004-01-12
376.61,0.24,13,pass,2004-01-13
376.48,0.07,14,pass,2004-01-14
378.27,0.12,12,pass,2004-01-15
377.91,0.25,14,pass,2004-01-16
376.67,0.05,15,pass,2004-01-17
376.8,0.16,15,pass,2004-01-18
377.27,0.16,11,pass,2004-01-19
376.79,0.09,15,pass,2004-01-20
376.94,0.19,15,pass,2004-01-21
376.91,0.17,7,pass,2004-01-22
377.27,0.18,14,pass,2004-01-23
377.85,0.24,10,pass,2004-01-24
377.46,0.46,9,pass,2004-01-25
378.2,0.09,6,pass,2004-01-26
377.76,0.21,12,pass,2004-01-28
378.17,0.15,11,pass,2004-01-29
377.94,0.11,9,pass,2004-01-30
378.16,0.21,13,pass,2004-01-31
377.93,0.07,14,pass,2004-02-01
377.86,0.17,12,pass,2004-02-02
377.78,0.24,14,pass,2004-02-03
377.61,0.27,8,pass,2004-02-04
377.92,0.29,9,pass,2004-02-05
378.08,0.05,8,pass,2004-02-06
377.93,0.11,8,pass,2004-02-07
377.79,0.15,8,pass,2004-02-08
377.75,0.04,12,pass,2004-02-09
377.88,0.12,13,pass,2004-02-10
380.33,0.09,15,pass,2004-02-11
380.02,0.13,5,pass,2004-02-12
377.08,0.06,15,pass,2004-02-13
378.18,0.31,15,pass,2004-02-14
378.08,0.26,15,pass,2004-02-15
377.78,0.07,5,pass,2004-02-16
377.71,0.17,6,pass,2004-02-17
377.35,0.14,9,pass,2004-02-18
377.44,0.04,14,pass,2004-02-19
377.08,0.07,13,pass,2004-02-20
377.01,0.08,13,pass,2004-02-21
377.62,0.08,4,pass,2004-02-22
377.63,0.22,11,pass,2004-02-23
377.51,0.1,6,pass,2004-02-24
377.45,0.1,12,pass,2004-02-25
377.33,0.17,11,pass,2004-02-26
377.61,0.06,11,pass,2004-02-27
378.2,0.27,14,pass,2004-02-28
378.54,0.09,4,pass,2004-02-29
378.76,0.23,7,pass,2004-03-01
378.47,0.23,2,pass,2004-03-02
378.16,0.11,13,pass,2004-03-03
377.92,0.14,12,pass,2004-03-04
378.32,0.39,10,pass,2004-03-05
377.84,0.19,11,pass,2004-03-06
378.1,0.11,7,pass,2004-03-08
379.92,0.63,12,pass,2004-03-09
379.45,0.15,12,pass,2004-03-11
379.25,0.17,15,pass,2004-03-12
378.08,0.12,12,pass,2004-03-13
377.8,0.3,13,pass,2004-03-14
380.37,0.22,8,pass,2004-03-16
380.08,0.27,11,pass,2004-03-17
379.05,0.12,7,pass,2004-03-18
378.91,0.49,13,pass,2004-03-19
379.16,0.22,14,pass,2004-03-20
378.7,0.11,6,pass,2004-03-21
377.78,0.13,11,pass,2004-03-22
379.22,0.29,9,pass,2004-03-23
378.46,0.05,10,pass,2004-03-24
378.5,0.12,14,pass,2004-03-25
378.42,0.12,8,pass,2004-03-26
378.39,0.2,13,pass,2004-03-27
378.98,0.07,14,pass,2004-03-28
379.44,0.24,9,pass,2004-03-29
380.41,0.12,6,pass,2004-03-30
381.29,0.1,6,pass,2004-03-31
380.19,0.07,10,pass,2004-04-01
378.83,0.13,8,pass,2004-04-02
