CountyIds,COUNTY,Latitude,Longitude,AdminUnit,Name,AcresBurned,Started,Extinguished,Duration,ArchiveYear,PercentContained,MajorIncident,time
26,mono,0.0,0.0,Inyo National Forest,Walker Fire,3676.0,2015-08-14 21:31:00+00:00,2015-08-23 17:45:00+00:00,8 days 20:14:00,2015,100.0,False,2015-08-14
1,alameda,37.3845,-121.3732,CAL FIRE Santa Clara Unit,Tesla Fire,2700.0,2015-08-19 14:45:00+00:00,2015-08-22 18:30:00+00:00,3 days 03:45:00,2015,100.0,True,2015-08-19
40,san luis obispo,35.3477,-120.6269,CAL FIRE San Luis Obispo Unit/ Los Padres National Forest ,Cuesta Fire,2446.0,2015-08-16 18:13:00+00:00,2015-08-28 18:15:00+00:00,12 days 00:02:00,2015,100.0,True,2015-08-16
29,nevada,39.192088,-120.88231299999998,CAL FIRE Nevada-Yuba-Placer Unit,Lowell Fire,2304.0,2015-07-25 14:37:00+00:00,2015-08-12 19:15:00+00:00,18 days 04:38:00,2015,100.0,True,2015-07-25
37,san diego,0.0,0.0,Camp Pendleton Military Base,Horno Fire,1850.0,2015-08-13 13:03:00+00:00,2015-08-18 19:00:00+00:00,5 days 05:57:00,2015,100.0,False,2015-08-13
40,san luis obispo,0.0,0.0,CAL FIRE San Luis Obispo Unit,Park Hill Fire,1791.0,2015-06-20 14:41:00+00:00,2015-06-24 18:30:00+00:00,4 days 03:49:00,2015,100.0,True,2015-06-20
53,trinity,40.924,-123.168,USFS Shasta-Trinity National Forest ,Saddle Fire ,1542.0,2015-06-10 15:00:00+00:00,2015-06-29 09:00:00+00:00,18 days 18:00:00,2015,100.0,False,2015-06-10
24,merced,0.0,0.0,CAL FIRE Madera-Mariposa-Merced Unit,Creek Fire,1450.0,2015-07-31 21:37:00+00:00,2015-08-01 19:00:00+00:00,0 days 21:23:00,2015,100.0,False,2015-07-31
24,merced,0.0,0.0,CAL FIRE Madera-Mariposa-Merced Unit,McCabe Fire,1333.0,2015-07-18 22:27:00+00:00,2015-07-21 07:15:00+00:00,2 days 08:48:00,2015,100.0,True,2015-07-18
27,monterey,36.3699644,-121.589554,CAL FIRE San Benito-Monterey Unit,Tassajara Fire,1086.0,2015-09-19 15:00:00+00:00,2015-09-27 18:15:00+00:00,8 days 03:15:00,2015,100.0,True,2015-09-19
33,riverside,33.884313,-117.642759,CAL FIRE/Riverside County Fire,Highway Fire,1049.0,2015-04-18 18:12:00+00:00,2015-04-24 07:30:00+00:00,5 days 13:18:00,2015,100.0,True,2015-04-18
4,butte,39.5218,-121.3363,CAL FIRE Butte Unit,Lumpkin Fire,1042.0,2015-09-11 14:15:00+00:00,2015-09-17 19:30:00+00:00,6 days 05:15:00,2015,100.0,True,2015-09-11
20,madera,37.165767,-119.523943,CAL FIRE Madera-Mariposa-Merced Unit,Corrine Fire,920.0,2015-06-18 21:00:00+00:00,2015-06-25 18:45:00+00:00,6 days 21:45:00,2015,100.0,True,2015-06-18
4,butte,0.0,0.0,CAL FIRE Butte Unit / Butte County Fire,Meridian Fire,860.0,2015-10-03 21:15:00+00:00,2015-10-04 18:40:00+00:00,0 days 21:25:00,2015,100.0,True,2015-10-03
17,lake,55.23,-122.0,CAL FIRE Sonoma-Lake-Napa Unit / Mendocino National Forest,Elk Fire,673.0,2015-09-02 14:57:00+00:00,2015-09-08 19:28:00+00:00,6 days 04:31:00,2015,100.0,True,2015-09-02
35,san benito,36.70854,-121.32734,CAL FIRE San Benito - Monterey Unit,Cienega Fire,670.0,2015-10-12 16:00:00+00:00,2015-10-16 18:00:00+00:00,4 days 02:00:00,2015,100.0,True,2015-10-12
33,riverside,33.5736,-116.5387,CAL FIRE/Riverside County Fire,Anza Fire,543.0,2015-08-10 11:44:00+00:00,2015-08-15 17:30:00+00:00,5 days 05:46:00,2015,100.0,False,2015-08-10
26,mono,0.0,0.0,USFS - Inyo National Forest,Van Dyke Fire,509.0,2015-02-06 16:52:00+00:00,2015-02-20 19:00:00+00:00,14 days 02:08:00,2015,100.0,False,2015-02-06
20,madera,0.0,0.0,Sierra National Forest,Sky Fire,500.0,2015-06-18 14:31:00+00:00,2015-06-19 08:15:00+00:00,0 days 17:44:00,2015,100.0,False,2015-06-18
54,tulare,36.085212,-118.82423500000002,CAL FIRE Tulare Unit,Triple Fire,430.0,2015-07-21 12:35:00+00:00,2015-07-26 10:30:00+00:00,4 days 21:55:00,2015,100.0,True,2015-07-21
22,mariposa,0.0,0.0,USFS - Yosemite National Park,Tenaya Fire,415.0,2015-09-07 21:23:00+00:00,2015-09-11 11:00:00+00:00,3 days 13:37:00,2015,100.0,False,2015-09-07
19,los angeles,34.361007,-118.535793,Los Angeles County Fire ,Calgrove Fire ,415.0,2015-06-24 13:22:00+00:00,2015-06-26 17:00:00+00:00,2 days 03:38:00,2015,100.0,False,2015-06-24
4,butte,39.43963,-121.38794,CAL FIRE Butte Unit,Swedes Fire,400.0,2015-07-29 11:25:00+00:00,2015-08-03 17:00:00+00:00,5 days 05:35:00,2015,100.0,True,2015-07-29
19,los angeles,0.0,0.0,Los Angeles County Fire Department /  Montebello Fire Department,Lincoln Fire,374.0,2015-08-16 13:30:00+00:00,2015-08-20 08:10:00+00:00,3 days 18:40:00,2015,100.0,False,2015-08-16
3,amador,0.0,0.0,CAL FIRE Amador El Dorado Unit,Ione Fire,355.0,2015-07-02 01:58:00+00:00,2015-07-02 06:36:00+00:00,0 days 04:38:00,2015,100.0,True,2015-07-02
19,los angeles,0.0,0.0,Angeles National Forest,Warm Fire,300.0,2015-08-16 15:30:00+00:00,2015-08-16 20:00:00+00:00,0 days 04:30:00,2015,100.0,False,2015-08-16
1,alameda,0.0,0.0,CAL FIRE Santa Clara Unit,Site Fire,300.0,2015-06-05 20:22:00+00:00,2015-06-06 07:15:00+00:00,0 days 10:53:00,2015,100.0,False,2015-06-05
56,ventura,0.0,0.0,USFS - Los Padres National Forest,Chorro Fire,282.0,2015-08-02 13:15:00+00:00,2015-08-12 08:00:00+00:00,9 days 18:45:00,2015,100.0,False,2015-08-02
24,merced,37.08312,-121.06963,CAL FIRE Madera-Mariposa-Merced Unit,Forebay Fire,275.0,2015-05-11 10:26:00+00:00,2015-05-11 12:15:00+00:00,0 days 01:49:00,2015,100.0,False,2015-05-11
1,alameda,0.0,0.0,CAL FIRE Santa Clara Unit,Christensen Fire,242.0,2015-05-28 17:00:00+00:00,2015-05-28 10:30:00+00:00,-1 days +17:30:00,2015,100.0,False,2015-05-28
23,mendocino,0.0,0.0,USFS - Mendocino National Forest,Mendocino National Forest Lightning Complex,227.0,2015-07-30 14:00:00+00:00,2015-08-07 21:00:00+00:00,8 days 07:00:00,2015,100.0,False,2015-07-30
43,santa clara,0.0,0.0,CAL FIRE Santa Clara Unit,Pacheco Fire,215.0,2015-09-09 15:58:00+00:00,2015-09-10 18:50:00+00:00,1 days 02:52:00,2015,100.0,False,2015-09-09
17,lake,38.925764,-122.879272,CAL FIRE Sonoma-Lake-Napa Unit,Peterson Fire,215.0,2015-08-22 17:30:00+00:00,2015-08-27 15:15:00+00:00,4 days 21:45:00,2015,100.0,True,2015-08-22
30,orange,33.7626,-117.7274,Orange County Fire Authority,241 Fire,214.0,2015-07-13 10:47:00+00:00,2015-07-15 18:45:00+00:00,2 days 07:58:00,2015,100.0,False,2015-07-13
45,shasta,40.415108,-122.439939,CAL FIRE Shasta-Trinity Unit,China Fire,212.0,2015-07-29 17:55:00+00:00,2015-08-01 19:00:00+00:00,3 days 01:05:00,2015,100.0,True,2015-07-29
42,santa barbara,0.0,0.0,Santa Barnara County Fire Department,Mesa Fire,211.0,2015-06-29 13:11:00+00:00,2015-06-29 17:05:00+00:00,0 days 03:54:00,2015,100.0,False,2015-06-29
55,tuolumne,37.823,-120.15644,CAL FIRE Tuolumne-Calaveras Unit,Big Creek Fire,204.0,2015-07-29 16:30:00+00:00,2015-08-04 18:00:00+00:00,6 days 01:30:00,2015,100.0,True,2015-07-29
19,los angeles,34.367,-117.683,USFS - Angeles National Forest ,Pines Fire ,200.0,2015-07-17 21:30:00+00:00,2015-08-04 08:15:00+00:00,17 days 10:45:00,2015,100.0,False,2015-07-17
47,siskiyou,41.485,-121.851,Shasta-Trinity National Forest,Stephens Fire,200.0,2015-02-24 12:15:00+00:00,2015-03-02 09:00:00+00:00,5 days 20:45:00,2015,100.0,False,2015-02-24
7,contra costa,37.81629,-121.68113,CAL FIRE Santa Clara Unit,Vasco Fire,195.0,2015-07-30 11:18:00+00:00,2015-07-30 16:00:00+00:00,0 days 04:42:00,2015,100.0,False,2015-07-30
56,ventura,0.0,0.0,Ventura County Fire Department,Rustic Fire,186.0,2015-08-14 15:22:00+00:00,2015-08-16 12:00:00+00:00,1 days 20:38:00,2015,100.0,False,2015-08-14
47,siskiyou,41.8048,-122.5029,CAL FIRE Siskiyou Unit ,Cooley Fire,181.0,2015-07-13 17:56:00+00:00,2015-07-14 08:30:00+00:00,0 days 14:34:00,2015,100.0,False,2015-07-13
37,san diego,32.9421,-116.8534,CAL FIRE San Diego Unit,Wildcat Fire,171.0,2015-06-17 17:03:00+00:00,2015-06-19 17:45:00+00:00,2 days 00:42:00,2015,100.0,False,2015-06-17
10,fresno,40.400196,-120.553075,CAL FIRE Fresno Kings Unit,Creek Fire,170.0,2015-09-09 14:30:00+00:00,2015-09-11 19:17:00+00:00,2 days 04:47:00,2015,100.0,False,2015-09-09
52,tehama,39.8448,-122.3638,CAL FIRE Tehama-Glenn Unit,Black Fire,170.0,2015-07-04 16:33:00+00:00,2015-07-04 20:15:00+00:00,0 days 03:42:00,2015,100.0,False,2015-07-04
15,kern,0.0,0.0,Kern County Fire Department ,Flat Fire ,167.0,2015-08-20 15:57:00+00:00,2015-08-21 18:45:00+00:00,1 days 02:48:00,2015,100.0,False,2015-08-20
37,san diego,33.383889,-116.86861100000002,USFS - Cleveland National Forest,Cutca Fire,167.0,2015-07-24 16:18:00+00:00,2015-07-26 06:45:00+00:00,1 days 14:27:00,2015,100.0,False,2015-07-24
56,ventura,0.0,0.0,Ventura County Fire,River Fire,164.0,2015-06-22 07:00:00+00:00,2015-06-25 07:00:00+00:00,3 days 00:00:00,2015,100.0,False,2015-06-22
12,humboldt,41.295667,-123.784067,CAL FIRE Humboldt-Del Norte Unit,Queen Fire,158.0,2015-07-24 23:00:00+00:00,2015-08-01 21:45:00+00:00,7 days 22:45:00,2015,100.0,True,2015-07-24
58,yuba,39.2688,-121.26471,CAL FIRE Nevada-Yuba-Placer Unit,Cook Fire,158.0,2015-06-18 13:07:00+00:00,2015-06-22 11:45:00+00:00,3 days 22:38:00,2015,100.0,True,2015-06-18
48,solano,38.4113,-122.0789,CAL FIRE Sonoma-Lake-Napa,Sky Fire,150.0,2015-07-06 10:47:00+00:00,2015-07-08 20:45:00+00:00,2 days 09:58:00,2015,100.0,True,2015-07-06
33,riverside,0.0,0.0,CAL FIRE Riverside County Fire,Merwin Fire,150.0,2015-07-01 20:38:00+00:00,2015-07-04 13:00:00+00:00,2 days 16:22:00,2015,100.0,False,2015-07-01
12,humboldt,40.1058823,-124.0720419,CAL FIRE Humboldt-Del Norte Unit,Horse Fire,146.0,2015-08-18 18:30:00+00:00,2015-08-29 07:00:00+00:00,10 days 12:30:00,2015,100.0,True,2015-08-18
32,plumas,40.050833333333,-120.70166666667,**This was NOT a CAL FIRE Incident. Click this link for more information from the US Forest Service  ,Ward Fire,137.0,2015-04-13 05:30:00+00:00,2015-04-18 23:50:00+00:00,5 days 18:20:00,2015,100.0,False,2015-04-13
20,madera,37.072561,-119.6958,CAL FIRE Madera-Mariposa-Merced Unit,Red Fire,135.0,2015-06-21 12:08:00+00:00,2015-06-23 18:25:00+00:00,2 days 06:17:00,2015,100.0,False,2015-06-21
53,trinity,40.724898,-122.96174,CAL FIRE Shasta-Trinity Unit,Democrat Fire,128.0,2015-08-25 14:08:00+00:00,2015-08-29 18:45:00+00:00,4 days 04:37:00,2015,100.0,True,2015-08-25
39,san joaquin,0.0,0.0,CAL FIRE Amador-El Dorado Unit,Collier Fire,122.0,2015-06-18 14:09:00+00:00,2015-06-18 21:15:00+00:00,0 days 07:06:00,2015,100.0,False,2015-06-18
25,modoc,41.29226,-121.172117,CAL FIRE Lassen-Modoc Unit,3-11 Fire,116.0,2015-07-23 16:40:00+00:00,2015-07-26 10:10:00+00:00,2 days 17:30:00,2015,100.0,False,2015-07-23
5,calaveras,38.052,-120.5577,CAL FIRE Tuolumne Calaveras Unit,Mark Fire,114.0,2015-08-13 16:15:00+00:00,2015-08-18 07:15:00+00:00,4 days 15:00:00,2015,100.0,True,2015-08-13
55,tuolumne,37.83618,-120.61691,CAL FIRE Tuolumne-Calaveras Unit,Tulloch Fire,112.0,2015-08-15 16:11:00+00:00,2015-08-16 19:20:00+00:00,1 days 03:09:00,2015,100.0,False,2015-08-15
18,lassen,0.0,0.0,Bureau of Land Management - Northern California District,Shinn Fire,111.0,2015-06-30 18:00:00+00:00,2015-07-03 18:00:00+00:00,3 days 00:00:00,2015,100.0,False,2015-06-30
34,sacramento,0.0,0.0,CAL FIRE Amador-El Dorado Unit,Apple Fire,110.0,2015-09-03 12:12:00+00:00,2015-09-03 14:30:00+00:00,0 days 02:18:00,2015,100.0,True,2015-09-03
52,tehama,40.3506868,-121.7786799,CAL FIRE Tehama-Glenn Unit,36 Fire,110.0,2015-08-08 14:55:00+00:00,2015-08-09 20:30:00+00:00,1 days 05:35:00,2015,100.0,True,2015-08-08
31,placer,0.0,0.0,CAL FIRE Nevada-Yuba-Placer Unit,Riosa Fire,110.0,2015-06-08 10:33:00+00:00,2015-06-08 11:45:00+00:00,0 days 01:12:00,2015,100.0,True,2015-06-08
45,shasta,40.47512,-122.52541,CAL FIRE Shasta-Trinity Unit,Walker Fire,109.0,2015-09-11 15:08:00+00:00,2015-09-13 10:15:00+00:00,1 days 19:07:00,2015,100.0,True,2015-09-11
55,tuolumne,38.04684,-120.30188,CAL FIRE Tuolumne-Calaveras Unit,Oak Fire,108.0,2015-09-08 13:23:00+00:00,2015-09-15 19:15:00+00:00,7 days 05:52:00,2015,100.0,True,2015-09-08
4,butte,39.8707,-121.8938,CAL FIRE Butte Unit ,Munjar Fire,104.0,2015-10-02 14:38:00+00:00,2015-10-02 17:50:00+00:00,0 days 03:12:00,2015,100.0,False,2015-10-02
36,san bernardino,34.165974,-117.243878,San Bernardino National Forest,Sterling Fire,100.0,2015-06-25 18:30:00+00:00,2015-06-29 09:00:00+00:00,3 days 14:30:00,2015,100.0,False,2015-06-25
27,monterey,36.5696373,-121.7556029,CAL FIRE San Benito-Monterey Unit,Laureles Fire,95.0,2015-09-19 15:25:00+00:00,2015-09-21 18:20:00+00:00,2 days 02:55:00,2015,100.0,False,2015-09-19
40,san luis obispo,35.7183,-121.0157,CAL FIRE San Luis Obispo Unit,Deer Fire,95.0,2015-07-10 12:41:00+00:00,2015-07-15 07:00:00+00:00,4 days 18:19:00,2015,100.0,True,2015-07-10
45,shasta,40.49865,-122.20109,CAL FIRE Shasta-Trinity Unit,Sprig Fire,90.0,2015-07-30 12:57:00+00:00,2015-07-31 18:30:00+00:00,1 days 05:33:00,2015,100.0,False,2015-07-30
54,tulare,36.49845,-118.9009,CAL FIRE Tulare Unit,Advance Fire,86.0,2015-07-30 12:40:00+00:00,2015-08-05 17:45:00+00:00,6 days 05:05:00,2015,100.0,True,2015-07-30
37,san diego,32.6449163,-116.9454387,CAL FIRE San Diego Unit / Chula Vista Fire Department,Otay Fire,80.0,2015-06-26 16:06:00+00:00,2015-06-26 22:15:00+00:00,0 days 06:09:00,2015,100.0,False,2015-06-26
33,riverside,0.0,0.0,"**This is no longer a CAL FIRE incident.  At 6 pm on Thursday, June 04, BIA took over management of the fire**",Harrison Fire,80.0,2015-06-01 10:16:00+00:00,2015-06-05 16:32:00+00:00,4 days 06:16:00,2015,100.0,False,2015-06-01
25,modoc,40.856422,-121.101623,CAL FIRE Lassen-Modoc Unit,3-12 Fire,77.0,2015-07-23 17:30:00+00:00,2015-07-25 22:00:00+00:00,2 days 04:30:00,2015,100.0,False,2015-07-23
45,shasta,40.67868,-121.93244,CAL FIRE Shasta-Trinity Unit,Fern Fire,75.0,2015-08-02 03:00:00+00:00,2015-08-04 18:00:00+00:00,2 days 15:00:00,2015,100.0,True,2015-08-02
45,shasta,40.509552,-122.199227,CAL FIRE Shasta-Trinity Unit,Mallard Fire,75.0,2015-07-29 16:30:00+00:00,2015-07-31 18:40:00+00:00,2 days 02:10:00,2015,100.0,True,2015-07-29
9,el dorado,38.776,-120.404,USFS - El Dorado National Forest ,Kyburz Fire,75.0,2015-07-23 14:00:00+00:00,2015-07-29 14:15:00+00:00,6 days 00:15:00,2015,100.0,False,2015-07-23
4,butte,0.0,0.0,CAL FIRE Butte Unit,Webb Fire,75.0,2015-07-01 13:05:00+00:00,2015-07-01 20:20:00+00:00,0 days 07:15:00,2015,100.0,False,2015-07-01
4,butte,26.42,-121.0,CAL FIRE Butte Unit,Olive Fire,72.0,2015-09-02 13:18:00+00:00,2015-09-03 19:35:00+00:00,1 days 06:17:00,2015,100.0,True,2015-09-02
47,siskiyou,0.0,0.0,Klamath National Forest,Prairie Fire,69.0,2015-08-20 16:00:00+00:00,2015-08-22 18:00:00+00:00,2 days 02:00:00,2015,100.0,False,2015-08-20
15,kern,35.77937,-120.19482,Kern County Fire,Pass Fire,67.0,2015-06-15 15:46:00+00:00,2015-06-15 18:45:00+00:00,0 days 02:59:00,2015,100.0,False,2015-06-15
36,san bernardino,0.0,0.0,San Bernardino National Foerst,Scales Fire,65.0,2015-08-01 13:04:00+00:00,2015-08-05 09:00:00+00:00,3 days 19:56:00,2015,100.0,False,2015-08-01
10,fresno,0.0,0.0,CAL FIRE Fresno Unit/Fresno County Fire,Kerkhoff Fire,60.0,2015-07-18 16:31:00+00:00,2015-07-22 10:00:00+00:00,3 days 17:29:00,2015,100.0,False,2015-07-18
18,lassen,40.875667,-121.033667,CAL FIRE Lassen-Modoc Unit,Dixie Fire,60.0,2015-06-19 16:15:00+00:00,2015-06-20 19:35:00+00:00,1 days 03:20:00,2015,100.0,False,2015-06-19
33,riverside,0.0,0.0,CAL FIRE Riverside Unit / Riverside County Fire,Grapefruit Fire,60.0,2015-06-18 14:16:00+00:00,2015-06-21 07:25:00+00:00,2 days 17:09:00,2015,100.0,False,2015-06-18
22,mariposa,0.0,0.0,CAL FIRE Madera-Mariposa-Merced Unit,Triangle Fire,60.0,2015-06-18 12:03:00+00:00,2015-06-19 20:05:00+00:00,1 days 08:02:00,2015,100.0,True,2015-06-18
3,amador,38.260777,-121.135426,CAL FIRE Amador-El Dorado Unit,North Fire,60.0,2015-06-16 16:42:00+00:00,2015-06-17 06:45:00+00:00,0 days 14:03:00,2015,100.0,False,2015-06-16
45,shasta,40.3929,-122.40546,CAL FIRE Shasta-Trinity Unit,Point Fire,59.0,2015-08-03 14:28:00+00:00,2015-08-04 08:15:00+00:00,0 days 17:47:00,2015,100.0,True,2015-08-03
47,siskiyou,0.0,0.0,Shasta-Trinity National Forest ,Military Fire,58.0,2015-10-10 12:00:00+00:00,2015-10-10 18:45:00+00:00,0 days 06:45:00,2015,100.0,False,2015-10-10
36,san bernardino,34.23,-116.883,USFS - San Bernardino National Forest,Summit Fire,55.0,2015-08-23 12:25:00+00:00,2015-09-11 15:00:00+00:00,19 days 02:35:00,2015,100.0,False,2015-08-23
37,san diego,33.4115972,-117.2886249,CAL FIRE San Diego Unit,De Luz Fire,55.0,2015-08-09 08:22:00+00:00,2015-08-10 15:05:00+00:00,1 days 06:43:00,2015,100.0,False,2015-08-09
52,tehama,40.0133,-122.552,CAL FIRE Tehama-Glenn Unit,Fork Fire,55.0,2015-06-17 12:50:00+00:00,2015-06-17 18:30:00+00:00,0 days 05:40:00,2015,100.0,False,2015-06-17
36,san bernardino,34.0783472,-117.0487863,CAL FIRE San Bernardino Unit/San Bernardino National Forest ,Mill 2 Fire,54.0,2015-07-12 14:46:00+00:00,2015-07-21 07:20:00+00:00,8 days 16:34:00,2015,100.0,True,2015-07-12
1,alameda,0.0,0.0,CAL FIRE Santa Clara Unit,Tesla Fire,53.0,2015-06-25 16:10:00+00:00,2015-06-25 18:45:00+00:00,0 days 02:35:00,2015,100.0,False,2015-06-25
42,santa barbara,34.9522,-120.2903,Santa Barbara County Fire,White Fire,52.0,2015-08-01 14:32:00+00:00,1969-12-31 16:00:00+00:00,-16649 days +01:28:00,2015,100.0,False,2015-08-01
56,ventura,34.15,-118.879444,Ventura County Fire Department,Potrero Fire,50.0,2015-11-07 01:45:00+00:00,2015-11-07 16:45:00+00:00,0 days 15:00:00,2015,100.0,False,2015-11-07
23,mendocino,39.43301,-123.36316,CAL FIRE Mendocino Unit,Mendocino Lightning Fires,50.0,2015-07-30 13:36:00+00:00,2015-08-03 08:55:00+00:00,3 days 19:19:00,2015,100.0,False,2015-07-30
15,kern,0.0,0.0,Kern County Fire Department,Antelope Fire,45.0,2015-09-09 11:45:00+00:00,2015-09-15 19:10:00+00:00,6 days 07:25:00,2015,100.0,False,2015-09-09
1,alameda,0.0,0.0,CAL FIRE Santa Clara Unit,Geary Fire,45.0,2015-07-02 04:40:00+00:00,2015-07-03 20:00:00+00:00,1 days 15:20:00,2015,100.0,False,2015-07-02
10,fresno,0.0,0.0,CAL FIRE Fresno-Kings Unit,FKU Lightning Fires,45.0,2015-06-05 17:00:00+00:00,2015-06-06 20:00:00+00:00,1 days 03:00:00,2015,100.0,False,2015-06-05
25,modoc,0.0,0.0,USFS - Modoc National Forest ,Mason Fire ,43.0,2015-07-09 15:00:00+00:00,2015-07-13 11:00:00+00:00,3 days 20:00:00,2015,100.0,False,2015-07-09
43,santa clara,0.0,0.0,CAL FIRE Santa Clara Unit,Highway Fire,42.0,2015-06-30 15:23:00+00:00,2015-07-03 17:55:00+00:00,3 days 02:32:00,2015,100.0,False,2015-06-30
18,lassen,40.400196,-120.553075,CAL FIRE Lassen - Modoc Unit,Center Fire,40.0,2015-09-09 14:12:00+00:00,2015-09-10 07:49:00+00:00,0 days 17:37:00,2015,100.0,False,2015-09-09
50,stanislaus,37.24523,-121.20324,CAL FIRE Santa Clara Unit,Sullivan Fire,40.0,2015-07-28 12:10:00+00:00,2015-07-28 15:00:00+00:00,0 days 02:50:00,2015,100.0,False,2015-07-28
48,solano,38.1029,-122.1578,CAL FIRE Sonoma-Lake-Napa Unit,Ascot Fire,40.0,2015-07-10 13:36:00+00:00,2015-07-10 17:00:00+00:00,0 days 03:24:00,2015,100.0,True,2015-07-10
28,napa,38.5287,-122.3415,CAL FIRE Sonoma-Lake-Napa Unit,Chiles Fire,38.0,2015-06-16 14:27:00+00:00,2015-06-17 13:10:00+00:00,0 days 22:43:00,2015,100.0,True,2015-06-16
28,napa,0.0,0.0,CAL FIRE Sonoma-Lake-Napa Unit,Garage Fire,36.0,2015-06-09 15:23:00+00:00,2015-06-10 09:45:00+00:00,0 days 18:22:00,2015,100.0,True,2015-06-09
53,trinity,40.0,41.46,CAL FIRE Shasta-Trinity Unit,Browns Fire,35.0,2015-09-08 15:56:00+00:00,2015-09-10 17:05:00+00:00,2 days 01:09:00,2015,100.0,False,2015-09-08
9,el dorado,0.0,0.0,CAL FIRE Amador El-Dorado Unit,Ranch Fire,35.0,2015-07-03 09:28:00+00:00,2015-07-05 11:30:00+00:00,2 days 02:02:00,2015,100.0,False,2015-07-03
23,mendocino,39.7806004,-123.248214,CAL FIRE Mendocino Unit,Covelo Fire,35.0,2015-06-28 13:30:00+00:00,2015-06-29 07:15:00+00:00,0 days 17:45:00,2015,100.0,False,2015-06-28
29,nevada,39.081,-121.194,CAL FIRE Nevada-Yuba-Placer Unit,McCourtney Fire,30.0,2015-09-22 07:00:00+00:00,2015-09-21 14:36:00+00:00,-1 days +07:36:00,2015,100.0,False,2015-09-22
18,lassen,41.12362,-121.194256,CAL FIRE Lassen-Modoc Unit,Kramer Fire ,30.0,2015-08-29 16:06:00+00:00,2015-08-30 08:00:00+00:00,0 days 15:54:00,2015,100.0,False,2015-08-29
58,yuba,39.33303,-121.18735,CAL FIRE Nevada-Yuba-Placer Unit,Francis Fire,30.0,2015-08-03 18:07:00+00:00,2015-08-05 07:30:00+00:00,1 days 13:23:00,2015,100.0,False,2015-08-03
56,ventura,0.0,0.0,Ventura County Fire Department,Banister Fire,29.0,2015-11-11 17:40:00+00:00,2015-11-12 18:00:00+00:00,1 days 00:20:00,2015,100.0,False,2015-11-11
31,placer,38.9361,-121.1548,CAL FIRE Nevada Yuba Placer Unit,Baxter Fire,26.0,2015-07-22 18:17:00+00:00,2015-07-22 19:50:00+00:00,0 days 01:33:00,2015,100.0,False,2015-07-22
37,san diego,32.682547,-116.51684,CAL FIRE San Diego Unit,Park Fire,25.0,2015-07-24 12:43:00+00:00,2015-07-25 16:05:00+00:00,1 days 03:22:00,2015,100.0,False,2015-07-24
35,san benito,36.8727,-121.5681,CAL FIRE San Benito-Monterey Unit,Betabel Fire,25.0,2015-07-20 13:23:00+00:00,2015-07-20 15:30:00+00:00,0 days 02:07:00,2015,100.0,False,2015-07-20
37,san diego,33.21407,-116.73472,CAL FIRE San Diego Unit,Lake Fire,25.0,2015-07-16 11:30:00+00:00,2015-07-17 15:15:00+00:00,1 days 03:45:00,2015,100.0,False,2015-07-16
9,el dorado,0.0,0.0,CAL FIRE Amador El Dorado Unit,Buckaroo Fire,25.0,2015-07-02 17:10:00+00:00,2015-07-05 11:30:00+00:00,2 days 18:20:00,2015,100.0,False,2015-07-02
22,mariposa,0.0,0.0,CAL FIRE Madera-Mariposa-Merced Unit  ,Fox Fire,25.0,2015-06-07 12:06:00+00:00,2015-06-09 09:00:00+00:00,1 days 20:54:00,2015,100.0,True,2015-06-07
17,lake,0.0,0.0,CAL FIRE Sonoma-Lake-Napa Unit,Oasis Fire,25.0,2015-06-05 19:57:00+00:00,2015-06-06 06:45:00+00:00,0 days 10:48:00,2015,100.0,False,2015-06-05
33,riverside,0.0,0.0,CAL FIRE Riverside Unit,Snow Fire,25.0,2015-06-05 13:32:00+00:00,2015-06-05 19:00:00+00:00,0 days 05:28:00,2015,100.0,False,2015-06-05
47,siskiyou,41.999341,-121.891226,CAL FIRE Siskiyou Unit,Dorris Fire,24.0,2015-07-21 17:00:00+00:00,2015-07-22 17:00:00+00:00,1 days 00:00:00,2015,100.0,True,2015-07-21
23,mendocino,39.0263,-123.303,CAL FIRE Mendocino Unit,Soda Fire,23.0,2015-07-04 15:30:00+00:00,2015-07-05 09:00:00+00:00,0 days 17:30:00,2015,100.0,False,2015-07-04
17,lake,38.831478,-122.53428,CAL FIRE Sonoma Lake Napa,Grade Fire,22.0,2015-08-24 12:12:00+00:00,2015-08-25 18:30:00+00:00,1 days 06:18:00,2015,100.0,False,2015-08-24
42,santa barbara,34.4828,-119.63216,Los Padres National Forest,Gibraltar Fire,21.0,2015-10-29 05:30:00+00:00,2015-11-09 12:00:00+00:00,11 days 06:30:00,2015,100.0,False,2015-10-29
33,riverside,33.986204,-117.43942,CAL FIRE Riverside County Fire,Spider Fire,21.0,2015-07-12 13:52:00+00:00,2015-07-12 19:48:00+00:00,0 days 05:56:00,2015,100.0,True,2015-07-12
12,humboldt,41.1513,-123.8292,CAL FIRE Humboldt-Del Norte Unit ,Bald Fire,20.0,2015-06-10 07:42:00+00:00,2015-06-11 18:15:00+00:00,1 days 10:33:00,2015,100.0,True,2015-06-10
28,napa,38.519132,-122.181878,CAL FIRE Sonoma-Lake-Napa Unit,Pleasure Fire,19.0,2015-06-27 12:51:00+00:00,2015-06-28 18:00:00+00:00,1 days 05:09:00,2015,100.0,False,2015-06-27
