date,acres_burned,fire_bins,duration,avg_wind_speed,avg_monthly_temp,extreme_max_temp,extreme_min_temp,total_monthly_precipitation,total_monthly_snowfall,highest_daily_snowfall,dsnd,dp10,dt00,dt32,dx32,dx70,cooling_degree_days,elevation,co2_measured_mole_fraction,temp_range,county_amador,county_butte,county_calaveras,county_colusa,county_contra costa,county_del norte,county_el dorado,county_fresno,county_glenn,county_humboldt,county_inyo,county_kern,county_kings,county_lake,county_lassen,county_los angeles,county_madera,county_marin,county_mariposa,county_mendocino,county_merced,county_modoc,county_mono,county_monterey,county_napa,county_nevada,county_orange,county_placer,county_plumas,county_riverside,county_sacramento,county_san benito,county_san bernardino,county_san diego,county_san joaquin,county_san luis obispo,county_san mateo,county_santa barbara,county_santa clara,county_santa cruz,county_shasta,county_sierra,county_siskiyou,county_solano,county_sonoma,county_stanislaus,county_sutter,county_tehama,county_trinity,county_tulare,county_tuolumne,county_ventura,county_yolo,county_yuba,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12,season_spring,season_summer,season_winter
2017-08-01,55.0,1,132.0,3.6,74.49782608695654,103.8695652173913,49.78260869565217,0.2928571428571428,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,1032.0266666666666,404.03,33.517391304347804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-08-01,3142.0,5,154.0,3.6,74.49782608695654,103.8695652173913,49.78260869565217,0.2928571428571428,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,1032.0266666666666,405.4,33.517391304347804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-08-01,41.0,0,148.0,3.6,74.49782608695654,103.8695652173913,49.78260869565217,0.2928571428571428,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,1032.0266666666666,405.49,33.517391304347804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-08-01,54.0,1,133.0,3.6,74.49782608695654,103.8695652173913,49.78260869565217,0.2928571428571428,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,1032.0266666666666,404.05,33.517391304347804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-08-01,54.0,1,133.0,3.6,74.49782608695654,103.8695652173913,49.78260869565217,0.2928571428571428,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,30.82608695652174,293.0,1032.0266666666666,404.05,33.517391304347804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017-10-01,51624.0,5,123.0,5.6,63.3375,92.75,39.25,0.205,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,143.11666666666667,403.48,32.27499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,36807.0,5,123.0,5.6,63.3375,92.75,39.25,0.205,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,143.11666666666667,403.48,32.27499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,0.0,0,92.0,5.6,63.3375,92.75,39.25,0.205,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,27.0,50.75,143.11666666666667,403.48,32.27499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,56556.0,5,123.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.48,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,36807.0,5,123.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.48,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,17357.0,5,123.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.21,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,1868.0,5,92.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.21,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,1660.0,5,91.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.21,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,0.0,0,92.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.21,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,100.0,1,172.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.37,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,20.0,0,93.0,4.7,62.77857142857143,90.71428571428572,39.714285714285715,0.3785185185185185,0.0,0.0,0.0,0.9629629629629628,0.0,0.0,0.0,22.714285714285715,53.57142857142857,128.25161290322583,403.17,28.528571428571453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,36523.0,5,123.0,2.0,60.45,90.55555555555556,36.111111111111114,0.9033333333333332,0.0,0.0,0.0,1.25,0.0,0.2222222222222222,0.0,21.88888888888889,35.888888888888886,366.9555555555555,403.48,31.833333333333343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,9989.0,5,123.0,6.0,61.249999999999986,87.66666666666669,36.0,0.61,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.33333333333333,39.66666666666666,523.3000000000002,403.48,29.299999999999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,8417.0,5,123.0,4.9,63.96666666666667,88.8888888888889,39.111111111111114,0.5425,0.0,0.0,0.0,0.9166666666666666,0.0,0.3333333333333333,0.0,25.555555555555557,66.0,335.9625,403.48,26.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,6151.0,5,123.0,4.9,63.96666666666667,88.8888888888889,39.111111111111114,0.5425,0.0,0.0,0.0,0.9166666666666666,0.0,0.3333333333333333,0.0,25.555555555555557,66.0,335.9625,403.21,26.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,150.0,2,91.0,4.9,63.96666666666667,88.8888888888889,39.111111111111114,0.5425,0.0,0.0,0.0,0.9166666666666666,0.0,0.3333333333333333,0.0,25.555555555555557,66.0,335.9625,403.21,26.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,2207.0,5,123.0,5.35,60.400000000000006,86.2857142857143,34.142857142857146,0.4560000000000001,0.0,0.0,0.0,1.4,0.0,3.2857142857142856,0.0,20.285714285714285,68.14285714285714,732.5916666666667,403.48,24.74285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,100.0,1,87.0,5.35,60.400000000000006,86.2857142857143,34.142857142857146,0.4560000000000001,0.0,0.0,0.0,1.4,0.0,3.2857142857142856,0.0,20.285714285714285,68.14285714285714,732.5916666666667,403.37,24.74285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,87.0,1,94.0,5.35,60.400000000000006,86.2857142857143,34.142857142857146,0.4560000000000001,0.0,0.0,0.0,1.4,0.0,3.2857142857142856,0.0,20.285714285714285,68.14285714285714,732.5916666666667,403.03,24.74285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,40.0,0,93.0,6.5,60.520833333333336,88.33333333333331,35.083333333333336,0.611,0.0,0.0,0.0,0.95,0.0,3.9166666666666665,0.0,22.91666666666667,48.25,584.625925925926,403.48,30.358333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-01,37.0,0,70.0,6.5,60.520833333333336,88.33333333333331,35.083333333333336,0.611,0.0,0.0,0.0,0.95,0.0,3.9166666666666665,0.0,22.91666666666667,48.25,584.625925925926,404.28,30.358333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
