year,month,day,value,value_std_dev,nvalue,latitude,longitude,qcflag
2000,5,17,371.49,0.09,7,19.535999999999998,-155.576,pass
2000,5,18,371.44,0.14,13,19.535999999999998,-155.576,pass
2000,5,19,371.32,0.1,11,19.535999999999998,-155.576,pass
2000,5,20,371.98,0.62,12,19.535999999999998,-155.576,pass
2000,5,21,372.37,0.1,11,19.535999999999998,-155.576,pass
2000,5,22,372.24,0.08,14,19.535999999999998,-155.576,pass
2000,5,23,372.29,0.09,13,19.535999999999998,-155.576,pass
2000,5,24,372.27,0.1,14,19.535999999999998,-155.576,pass
2000,5,25,371.75,0.11,14,19.535999999999998,-155.576,pass
2000,5,26,372.03,0.28,9,19.535999999999998,-155.576,pass
2000,5,27,371.59,0.17,12,19.535999999999998,-155.576,pass
2000,5,28,371.27,0.06,11,19.535999999999998,-155.576,pass
2000,5,31,372.14,0.07,14,19.535999999999998,-155.576,pass
2000,6,1,372.1,0.14,14,19.535999999999998,-155.576,pass
2000,6,2,372.0,0.11,14,19.535999999999998,-155.576,pass
2000,6,3,371.86,0.15,15,19.535999999999998,-155.576,pass
2000,6,5,372.26,0.28,14,19.535999999999998,-155.576,pass
2000,6,6,372.07,0.13,15,19.535999999999998,-155.576,pass
2000,6,7,371.63,0.27,15,19.535999999999998,-155.576,pass
2000,6,8,371.66,0.16,15,19.535999999999998,-155.576,pass
2000,6,9,371.88,0.09,10,19.535999999999998,-155.576,pass
2000,6,10,372.0,0.05,7,19.535999999999998,-155.576,pass
2000,6,11,371.12,0.06,9,19.535999999999998,-155.576,pass
2000,6,12,371.81,0.19,13,19.535999999999998,-155.576,pass
2000,6,13,371.59,0.13,14,19.535999999999998,-155.576,pass
2000,6,14,371.89,0.08,10,19.535999999999998,-155.576,pass
2000,6,15,371.71,0.07,14,19.535999999999998,-155.576,pass
2000,6,16,371.67,0.26,14,19.535999999999998,-155.576,pass
2000,6,17,371.88,0.1,14,19.535999999999998,-155.576,pass
2000,6,18,372.09,0.03,7,19.535999999999998,-155.576,pass
2000,6,19,372.01,0.11,14,19.535999999999998,-155.576,pass
2000,6,20,371.76,0.11,10,19.535999999999998,-155.576,pass
2000,6,21,371.66,0.08,14,19.535999999999998,-155.576,pass
2000,6,22,371.57,0.23,12,19.535999999999998,-155.576,pass
2000,6,24,371.65,0.16,15,19.535999999999998,-155.576,pass
2000,6,25,371.63,0.1,12,19.535999999999998,-155.576,pass
2000,6,26,371.32,0.18,13,19.535999999999998,-155.576,pass
2000,6,27,371.26,0.13,15,19.535999999999998,-155.576,pass
2000,6,28,371.13,0.06,15,19.535999999999998,-155.576,pass
2000,6,29,371.28,0.15,14,19.535999999999998,-155.576,pass
2000,6,30,371.04,0.11,15,19.535999999999998,-155.576,pass
2000,7,1,371.06,0.13,13,19.535999999999998,-155.576,pass
2000,7,2,370.76,0.18,15,19.535999999999998,-155.576,pass
2000,7,4,370.12,0.13,14,19.535999999999998,-155.576,pass
2000,7,5,369.9,0.09,11,19.535999999999998,-155.576,pass
2000,7,6,370.31,0.16,6,19.535999999999998,-155.576,pass
2000,7,7,369.81,0.14,7,19.535999999999998,-155.576,pass
2000,7,8,370.44,0.08,8,19.535999999999998,-155.576,pass
2000,7,9,369.91,0.08,12,19.535999999999998,-155.576,pass
2000,7,10,370.25,0.08,12,19.535999999999998,-155.576,pass
2000,7,11,370.03,0.21,12,19.535999999999998,-155.576,pass
2000,7,12,370.36,0.08,14,19.535999999999998,-155.576,pass
2000,7,13,370.29,0.04,12,19.535999999999998,-155.576,pass
2000,7,14,370.21,0.08,12,19.535999999999998,-155.576,pass
2000,7,15,370.03,0.07,9,19.535999999999998,-155.576,pass
2000,7,16,370.11,0.05,12,19.535999999999998,-155.576,pass
2000,7,17,370.01,0.13,12,19.535999999999998,-155.576,pass
2000,7,19,369.98,0.2,9,19.535999999999998,-155.576,pass
2000,7,21,369.82,0.12,14,19.535999999999998,-155.576,pass
2000,7,22,369.79,0.19,14,19.535999999999998,-155.576,pass
2000,7,23,369.89,0.07,11,19.535999999999998,-155.576,pass
2000,7,27,369.07,0.33,13,19.535999999999998,-155.576,pass
2000,7,28,368.93,0.26,12,19.535999999999998,-155.576,pass
2000,7,29,368.87,0.16,12,19.535999999999998,-155.576,pass
2000,7,30,368.89,0.11,12,19.535999999999998,-155.576,pass
2000,7,31,369.02,0.04,11,19.535999999999998,-155.576,pass
2000,8,1,369.34,0.21,6,19.535999999999998,-155.576,pass
2000,8,2,369.19,0.08,11,19.535999999999998,-155.576,pass
2000,8,3,369.08,0.05,14,19.535999999999998,-155.576,pass
2000,8,4,368.67,0.03,6,19.535999999999998,-155.576,pass
2000,8,5,368.35,0.12,5,19.535999999999998,-155.576,pass
2000,8,6,368.6,0.12,9,19.535999999999998,-155.576,pass
2000,8,7,368.49,0.57,6,19.535999999999998,-155.576,pass
2000,8,8,369.17,0.06,9,19.535999999999998,-155.576,pass
2000,8,9,368.97,0.08,11,19.535999999999998,-155.576,pass
2000,8,10,368.51,0.07,12,19.535999999999998,-155.576,pass
2000,8,11,367.67,0.24,11,19.535999999999998,-155.576,pass
2000,8,12,367.93,0.53,12,19.535999999999998,-155.576,pass
2000,8,13,368.45,0.08,14,19.535999999999998,-155.576,pass
2000,8,14,368.92,0.06,13,19.535999999999998,-155.576,pass
2000,8,15,368.47,0.11,14,19.535999999999998,-155.576,pass
2000,8,16,368.72,0.23,14,19.535999999999998,-155.576,pass
2000,8,17,367.12,0.22,11,19.535999999999998,-155.576,pass
2000,8,18,368.01,0.18,14,19.535999999999998,-155.576,pass
2000,8,19,368.09,0.05,14,19.535999999999998,-155.576,pass
2000,8,22,368.16,0.05,15,19.535999999999998,-155.576,pass
2000,8,23,367.26,0.57,10,19.535999999999998,-155.576,pass
2000,8,24,367.38,0.54,11,19.535999999999998,-155.576,pass
2000,8,25,367.87,0.08,9,19.535999999999998,-155.576,pass
2000,8,26,367.14,0.11,5,19.535999999999998,-155.576,pass
2000,8,27,367.55,0.09,4,19.535999999999998,-155.576,pass
2000,8,30,367.42,0.21,13,19.535999999999998,-155.576,pass
2000,8,31,367.57,0.07,6,19.535999999999998,-155.576,pass
2000,9,1,367.75,0.08,10,19.535999999999998,-155.576,pass
2000,9,2,367.52,0.04,11,19.535999999999998,-155.576,pass
2000,9,3,367.36,0.14,14,19.535999999999998,-155.576,pass
2000,9,4,367.37,0.12,12,19.535999999999998,-155.576,pass
2000,9,5,367.74,0.12,7,19.535999999999998,-155.576,pass
2000,9,7,366.6,0.14,4,19.535999999999998,-155.576,pass
2000,9,8,367.04,0.26,8,19.535999999999998,-155.576,pass
2000,9,9,366.97,0.35,11,19.535999999999998,-155.576,pass
2000,9,10,366.32,0.17,8,19.535999999999998,-155.576,pass
2000,9,12,367.83,0.1,9,19.535999999999998,-155.576,pass
2000,9,13,367.74,0.25,13,19.535999999999998,-155.576,pass
2000,9,14,367.25,0.12,4,19.535999999999998,-155.576,pass
2000,9,15,367.04,0.31,14,19.535999999999998,-155.576,pass
2000,9,16,366.94,0.34,13,19.535999999999998,-155.576,pass
2000,9,17,367.16,0.1,8,19.535999999999998,-155.576,pass
2000,9,18,366.87,0.68,6,19.535999999999998,-155.576,pass
2000,9,19,366.4,0.13,15,19.535999999999998,-155.576,pass
2000,9,20,366.64,0.26,8,19.535999999999998,-155.576,pass
2000,9,21,366.66,0.15,5,19.535999999999998,-155.576,pass
2000,9,22,366.67,0.14,11,19.535999999999998,-155.576,pass
2000,9,23,366.77,0.09,14,19.535999999999998,-155.576,pass
2000,9,24,366.67,0.13,13,19.535999999999998,-155.576,pass
2000,9,25,366.47,0.3,13,19.535999999999998,-155.576,pass
2000,9,28,367.12,0.16,8,19.535999999999998,-155.576,pass
2000,9,29,366.62,0.14,9,19.535999999999998,-155.576,pass
2000,9,30,366.7,0.09,14,19.535999999999998,-155.576,pass
2000,10,1,366.72,0.19,11,19.535999999999998,-155.576,pass
2000,10,2,366.56,0.07,14,19.535999999999998,-155.576,pass
2000,10,3,366.64,0.13,14,19.535999999999998,-155.576,pass
2000,10,4,366.78,0.18,13,19.535999999999998,-155.576,pass
2000,10,5,366.9,0.14,12,19.535999999999998,-155.576,pass
2000,10,6,366.61,0.17,8,19.535999999999998,-155.576,pass
2000,10,7,366.33,0.13,13,19.535999999999998,-155.576,pass
2000,10,8,366.23,0.12,14,19.535999999999998,-155.576,pass
2000,10,9,366.45,0.13,15,19.535999999999998,-155.576,pass
2000,10,10,366.67,0.26,14,19.535999999999998,-155.576,pass
2000,10,11,366.7,0.06,15,19.535999999999998,-155.576,pass
2000,10,12,367.1,0.13,14,19.535999999999998,-155.576,pass
2000,10,13,366.97,0.07,15,19.535999999999998,-155.576,pass
2000,10,14,367.02,0.07,14,19.535999999999998,-155.576,pass
2000,10,15,367.18,0.1,11,19.535999999999998,-155.576,pass
2000,10,17,366.98,0.21,12,19.535999999999998,-155.576,pass
2000,10,18,366.37,0.12,4,19.535999999999998,-155.576,pass
2000,10,19,367.23,0.25,11,19.535999999999998,-155.576,pass
2000,10,20,367.34,0.26,11,19.535999999999998,-155.576,pass
2000,10,21,366.86,0.18,14,19.535999999999998,-155.576,pass
2000,10,22,367.25,0.29,13,19.535999999999998,-155.576,pass
2000,10,23,367.34,0.09,11,19.535999999999998,-155.576,pass
2000,10,24,366.76,0.12,13,19.535999999999998,-155.576,pass
2000,10,25,367.88,0.24,8,19.535999999999998,-155.576,pass
2000,10,26,367.64,0.09,13,19.535999999999998,-155.576,pass
2000,10,27,367.82,0.12,14,19.535999999999998,-155.576,pass
2000,10,28,367.6,0.14,10,19.535999999999998,-155.576,pass
2000,10,29,367.63,0.11,14,19.535999999999998,-155.576,pass
2000,10,30,367.76,0.15,8,19.535999999999998,-155.576,pass
2000,10,31,367.71,0.17,14,19.535999999999998,-155.576,pass
2000,11,1,367.72,0.09,13,19.535999999999998,-155.576,pass
2000,11,2,368.08,0.04,13,19.535999999999998,-155.576,pass
2000,11,3,368.0,0.08,15,19.535999999999998,-155.576,pass
2000,11,4,368.02,0.09,14,19.535999999999998,-155.576,pass
2000,11,5,367.96,0.07,12,19.535999999999998,-155.576,pass
2000,11,7,368.09,0.06,15,19.535999999999998,-155.576,pass
2000,11,8,367.98,0.11,13,19.535999999999998,-155.576,pass
2000,11,10,368.23,0.09,15,19.535999999999998,-155.576,pass
2000,11,11,367.97,0.06,10,19.535999999999998,-155.576,pass
2000,11,12,368.29,0.12,8,19.535999999999998,-155.576,pass
2000,11,13,368.27,0.06,10,19.535999999999998,-155.576,pass
2000,11,14,368.85,0.29,15,19.535999999999998,-155.576,pass
2000,11,15,368.57,0.09,15,19.535999999999998,-155.576,pass
2000,11,16,369.16,0.2,11,19.535999999999998,-155.576,pass
2000,11,17,368.42,0.09,6,19.535999999999998,-155.576,pass
2000,11,18,368.59,0.1,13,19.535999999999998,-155.576,pass
2000,11,19,368.76,0.55,10,19.535999999999998,-155.576,pass
2000,11,23,368.34,0.14,10,19.535999999999998,-155.576,pass
2000,11,24,368.3,0.06,15,19.535999999999998,-155.576,pass
2000,11,25,368.52,0.11,11,19.535999999999998,-155.576,pass
2000,11,26,368.31,0.08,12,19.535999999999998,-155.576,pass
2000,11,27,368.69,0.06,15,19.535999999999998,-155.576,pass
2000,11,28,368.65,0.05,15,19.535999999999998,-155.576,pass
2000,11,29,368.82,0.34,10,19.535999999999998,-155.576,pass
2000,11,30,368.71,0.05,12,19.535999999999998,-155.576,pass
2000,12,2,368.99,0.61,6,19.535999999999998,-155.576,pass
2000,12,3,370.57,0.21,12,19.535999999999998,-155.576,pass
2000,12,4,369.52,0.17,14,19.535999999999998,-155.576,pass
2000,12,5,369.38,0.07,6,19.535999999999998,-155.576,pass
2000,12,6,369.12,0.12,11,19.535999999999998,-155.576,pass
2000,12,7,369.09,0.1,15,19.535999999999998,-155.576,pass
2000,12,8,370.05,0.15,11,19.535999999999998,-155.576,pass
2000,12,9,370.02,0.18,8,19.535999999999998,-155.576,pass
2000,12,10,370.39,0.12,14,19.535999999999998,-155.576,pass
2000,12,11,369.7,0.34,13,19.535999999999998,-155.576,pass
2000,12,12,369.66,0.1,14,19.535999999999998,-155.576,pass
2000,12,13,369.33,0.05,13,19.535999999999998,-155.576,pass
2000,12,14,369.49,0.13,14,19.535999999999998,-155.576,pass
2000,12,15,369.56,0.03,13,19.535999999999998,-155.576,pass
2000,12,16,369.5,0.02,14,19.535999999999998,-155.576,pass
2000,12,17,369.56,0.07,14,19.535999999999998,-155.576,pass
2000,12,18,369.48,0.04,14,19.535999999999998,-155.576,pass
2000,12,19,369.6,0.12,9,19.535999999999998,-155.576,pass
2000,12,20,369.51,0.27,14,19.535999999999998,-155.576,pass
2000,12,21,369.81,0.09,14,19.535999999999998,-155.576,pass
2000,12,22,369.77,0.13,14,19.535999999999998,-155.576,pass
2000,12,23,369.78,0.04,14,19.535999999999998,-155.576,pass
2000,12,24,369.83,0.22,8,19.535999999999998,-155.576,pass
2000,12,25,369.72,0.16,11,19.535999999999998,-155.576,pass
2000,12,26,369.9,0.15,11,19.535999999999998,-155.576,pass
2000,12,27,369.98,0.11,15,19.535999999999998,-155.576,pass
2000,12,28,369.64,0.12,15,19.535999999999998,-155.576,pass
2000,12,29,370.16,0.05,12,19.535999999999998,-155.576,pass
2000,12,30,369.78,0.17,15,19.535999999999998,-155.576,pass
2000,12,31,369.75,0.11,14,19.535999999999998,-155.576,pass
2001,1,1,369.79,0.11,13,19.535999999999998,-155.576,pass
2001,1,2,370.13,0.18,15,19.535999999999998,-155.576,pass
2001,1,3,370.82,0.15,12,19.535999999999998,-155.576,pass
2001,1,4,370.3,0.19,10,19.535999999999998,-155.576,pass
2001,1,5,370.04,0.15,15,19.535999999999998,-155.576,pass
2001,1,6,370.37,0.08,14,19.535999999999998,-155.576,pass
2001,1,7,370.13,0.03,13,19.535999999999998,-155.576,pass
2001,1,8,370.16,0.05,13,19.535999999999998,-155.576,pass
2001,1,9,370.11,0.14,14,19.535999999999998,-155.576,pass
2001,1,10,370.16,0.06,14,19.535999999999998,-155.576,pass
2001,1,11,370.25,0.11,10,19.535999999999998,-155.576,pass
2001,1,12,370.17,0.06,13,19.535999999999998,-155.576,pass
2001,1,13,371.09,0.06,13,19.535999999999998,-155.576,pass
2001,1,14,371.55,0.28,5,19.535999999999998,-155.576,pass
2001,1,15,370.33,0.69,10,19.535999999999998,-155.576,pass
2001,1,17,370.42,0.1,14,19.535999999999998,-155.576,pass
2001,1,18,370.65,0.17,14,19.535999999999998,-155.576,pass
2001,1,19,370.98,0.25,11,19.535999999999998,-155.576,pass
2001,1,20,370.11,0.12,12,19.535999999999998,-155.576,pass
2001,1,21,370.14,0.07,9,19.535999999999998,-155.576,pass
2001,1,22,370.22,0.09,12,19.535999999999998,-155.576,pass
2001,1,23,369.93,0.1,11,19.535999999999998,-155.576,pass
2001,1,24,369.95,0.04,15,19.535999999999998,-155.576,pass
2001,1,25,369.93,0.13,11,19.535999999999998,-155.576,pass
2001,1,26,372.18,0.26,10,19.535999999999998,-155.576,pass
2001,1,27,371.31,0.1,14,19.535999999999998,-155.576,pass
2001,1,28,371.55,0.44,12,19.535999999999998,-155.576,pass
2001,1,29,371.27,0.13,12,19.535999999999998,-155.576,pass
2001,1,30,371.77,0.13,15,19.535999999999998,-155.576,pass
2001,1,31,371.79,0.21,11,19.535999999999998,-155.576,pass
2001,2,1,371.2,0.08,9,19.535999999999998,-155.576,pass
2001,2,2,370.95,0.08,10,19.535999999999998,-155.576,pass
2001,2,3,371.02,0.06,14,19.535999999999998,-155.576,pass
2001,2,4,372.52,0.25,6,19.535999999999998,-155.576,pass
2001,2,6,372.38,0.32,12,19.535999999999998,-155.576,pass
2001,2,7,371.98,0.21,10,19.535999999999998,-155.576,pass
2001,2,8,371.47,0.13,12,19.535999999999998,-155.576,pass
2001,2,9,370.52,0.1,11,19.535999999999998,-155.576,pass
2001,2,10,370.62,0.12,6,19.535999999999998,-155.576,pass
2001,2,12,371.64,0.15,10,19.535999999999998,-155.576,pass
2001,2,13,371.55,0.11,12,19.535999999999998,-155.576,pass
2001,2,14,371.96,0.54,9,19.535999999999998,-155.576,pass
2001,2,15,372.05,0.08,15,19.535999999999998,-155.576,pass
2001,2,16,372.12,0.22,13,19.535999999999998,-155.576,pass
2001,2,17,372.47,0.26,11,19.535999999999998,-155.576,pass
2001,2,18,371.66,0.08,12,19.535999999999998,-155.576,pass
2001,2,19,371.63,0.1,12,19.535999999999998,-155.576,pass
2001,2,20,371.34,0.15,9,19.535999999999998,-155.576,pass
2001,2,21,371.16,0.78,12,19.535999999999998,-155.576,pass
2001,2,22,371.56,0.04,7,19.535999999999998,-155.576,pass
2001,2,23,371.59,0.11,15,19.535999999999998,-155.576,pass
2001,2,24,371.43,0.08,12,19.535999999999998,-155.576,pass
2001,2,25,370.9,0.15,12,19.535999999999998,-155.576,pass
2001,2,26,370.76,0.12,11,19.535999999999998,-155.576,pass
2001,2,27,371.11,0.09,10,19.535999999999998,-155.576,pass
2001,2,28,372.05,0.23,13,19.535999999999998,-155.576,pass
2001,3,1,371.84,0.12,6,19.535999999999998,-155.576,pass
2001,3,2,372.35,0.35,11,19.535999999999998,-155.576,pass
2001,3,3,373.07,0.73,5,19.535999999999998,-155.576,pass
2001,3,5,372.56,0.11,3,19.535999999999998,-155.576,pass
2001,3,6,372.05,0.12,7,19.535999999999998,-155.576,pass
2001,3,7,371.57,0.09,12,19.535999999999998,-155.576,pass
2001,3,8,372.44,0.33,13,19.535999999999998,-155.576,pass
2001,3,10,372.35,0.19,11,19.535999999999998,-155.576,pass
2001,3,11,372.48,0.05,13,19.535999999999998,-155.576,pass
2001,3,12,372.1,0.11,14,19.535999999999998,-155.576,pass
2001,3,13,372.31,0.08,9,19.535999999999998,-155.576,pass
2001,3,14,372.85,0.09,6,19.535999999999998,-155.576,pass
2001,3,15,372.94,0.12,15,19.535999999999998,-155.576,pass
2001,3,16,372.52,0.33,15,19.535999999999998,-155.576,pass
2001,3,18,372.74,0.05,12,19.535999999999998,-155.576,pass
2001,3,19,372.8,0.22,13,19.535999999999998,-155.576,pass
2001,3,20,372.43,0.14,11,19.535999999999998,-155.576,pass
2001,3,21,372.47,0.19,11,19.535999999999998,-155.576,pass
2001,3,22,372.39,0.18,8,19.535999999999998,-155.576,pass
2001,3,23,372.55,0.09,13,19.535999999999998,-155.576,pass
2001,3,24,372.41,0.15,14,19.535999999999998,-155.576,pass
2001,3,25,372.72,0.08,14,19.535999999999998,-155.576,pass
2001,3,26,372.32,0.86,2,19.535999999999998,-155.576,pass
2001,3,27,371.07,0.06,11,19.535999999999998,-155.576,pass
2001,3,29,372.84,0.11,6,19.535999999999998,-155.576,pass
2001,3,31,373.04,0.1,12,19.535999999999998,-155.576,pass
2001,4,1,372.49,0.12,15,19.535999999999998,-155.576,pass
2001,4,2,372.09,0.14,13,19.535999999999998,-155.576,pass
2001,4,3,372.36,0.14,15,19.535999999999998,-155.576,pass
2001,4,4,372.5,0.15,14,19.535999999999998,-155.576,pass
2001,4,5,372.68,0.14,13,19.535999999999998,-155.576,pass
2001,4,6,372.67,0.07,7,19.535999999999998,-155.576,pass
2001,4,7,372.39,0.07,11,19.535999999999998,-155.576,pass
2001,4,8,372.6,0.14,6,19.535999999999998,-155.576,pass
2001,4,9,372.86,0.26,12,19.535999999999998,-155.576,pass
2001,4,10,373.79,1.05,7,19.535999999999998,-155.576,pass
2001,4,11,375.36,0.09,7,19.535999999999998,-155.576,pass
2001,4,12,374.07,0.01,3,19.535999999999998,-155.576,pass
2001,4,13,373.48,0.1,9,19.535999999999998,-155.576,pass
2001,4,14,373.1,0.05,10,19.535999999999998,-155.576,pass
2001,4,15,373.34,0.14,14,19.535999999999998,-155.576,pass
2001,4,16,373.66,0.09,14,19.535999999999998,-155.576,pass
2001,4,17,373.51,0.14,13,19.535999999999998,-155.576,pass
2001,4,18,373.56,0.18,14,19.535999999999998,-155.576,pass
2001,4,19,373.91,0.08,13,19.535999999999998,-155.576,pass
