date,county,latitude,longitude,fire_name,acres_burned,fire_bins,duration,started,extinguished,pct_contained,major_incident,admin_unit,avg_wind_speed,avg_monthly_temp,max_monthly_temp,extreme_max_temp,min_monthly_temp,extreme_min_temp,total_monthly_precipitation,highest_daily_precipitation,total_monthly_snowfall,highest_daily_snowfall,dsnd,dp01,dp10,dt00,dt32,dx32,dx70,cooling_degree_days,heating_degree_days,elevation,co2_measured_mole_fraction,value_std_dev,co2_number_of_measurements,qc_flag
2017-10-01,tehama,40.20077,-122.24731000000001,36 Fire,20.0,0,97.0,2017-10-03 16:22:00+00:00,2018-01-09 13:29:00+00:00,100.0,False,CAL FIRE Tehama-Glenn Unit ,8.3,65.0,77.4,90.0,52.58,41.2,0.4963636363636363,0.4918181818181818,0.0,0.0,,1.1818181818181819,0.9090909090909091,0.0,0.0,0.0,24.2,95.6,94.6,289.9466666666667,402.72,0.14,5,pass
2017-07-01,kings,35.93273,-120.20013999999999,Garza Fire,48889.0,5,183.0,2017-07-09 15:10:00+00:00,2018-01-09 11:51:00+00:00,100.0,True,CAL FIRE Fresno-Kings Unit,7.300000000000001,84.92,100.89999999999999,106.0,68.62,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.833333333333332,609.8,0.0,88.91999999999999,407.42,0.12,12,pass
2017-07-01,san luis obispo,35.42433,-120.47322,Stone Fire,340.0,3,183.0,2017-07-09 13:49:00+00:00,2018-01-09 11:51:00+00:00,100.0,True,CAL FIRE San Luis Obispo Unit,6.85,75.35,91.85999999999999,104.4,58.839999999999996,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,325.3,4.2,351.67647058823525,407.42,0.12,12,pass
2017-07-01,san luis obispo,35.0179,-120.3223,Alamo Fire,28687.0,5,186.0,2017-07-06 15:44:00+00:00,2018-01-09 11:46:00+00:00,100.0,True,Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest,6.85,75.35,91.85999999999999,104.4,58.839999999999996,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,325.3,4.2,351.67647058823525,407.74,0.43,13,pass
2017-07-01,san luis obispo,35.06472,-120.5634,Zenon Fire,47.0,0,172.0,2017-07-20 14:43:00+00:00,2018-01-09 12:03:00+00:00,100.0,False,CAL FIRE San Luis Obispo Unit,6.85,75.35,91.85999999999999,104.4,58.839999999999996,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,325.3,4.2,351.67647058823525,406.95,0.16,11,pass
2017-08-01,mariposa,37.538000000000004,-119.598,South Fork Fire,7000.0,5,147.0,2017-08-14 14:28:00+00:00,2018-01-09 12:39:00+00:00,100.0,False,Yosemite National Park ,,73.22500000000001,85.4625,95.75,60.97500000000001,52.125,0.3457142857142857,0.23142857142857146,0.0,0.0,,1.5714285714285714,0.5714285714285714,0.0,0.0,0.0,29.75,277.875,23.75,1146.375,405.66,0.07,8,pass
2017-08-01,mariposa,37.644,-119.618,Empire Fire,8094.0,5,161.0,2017-08-01 08:45:00+00:00,2018-01-09 12:16:00+00:00,100.0,False,Yosemite National Forest,,73.22500000000001,85.4625,95.75,60.97500000000001,52.125,0.3457142857142857,0.23142857142857146,0.0,0.0,,1.5714285714285714,0.5714285714285714,0.0,0.0,0.0,29.75,277.875,23.75,1146.375,406.33,0.08,8,pass
2017-08-01,mariposa,37.62823,-120.30046000000002,Coronado Fire,125.0,2,148.0,2017-08-13 16:23:00+00:00,2018-01-09 12:40:00+00:00,100.0,False,CAL FIRE Madera-Mariposa-Merced Unit ,,73.22500000000001,85.4625,95.75,60.97500000000001,52.125,0.3457142857142857,0.23142857142857146,0.0,0.0,,1.5714285714285714,0.5714285714285714,0.0,0.0,0.0,29.75,277.875,23.75,1146.375,405.49,0.1,7,pass
2017-08-01,riverside,33.950359999999996,-116.88066,Mias Fire,545.0,4,147.0,2017-08-14 15:45:00+00:00,2018-01-09 12:42:00+00:00,100.0,True,CAL FIRE Riverside Unit,6.95,83.04347826086956,96.94347826086955,107.95652173913044,69.14782608695653,59.21739130434783,0.30121212121212126,0.2546875,0.0,0.0,0.0,1.875,0.71875,0.0,0.0,0.0,30.91304347826087,562.4347826086956,3.0434782608695654,576.7813953488373,405.66,0.07,8,pass
2017-08-01,riverside,33.57139,-116.8247,Reed Fire,92.0,1,154.0,2017-08-07 14:14:00+00:00,2018-01-09 12:23:00+00:00,100.0,True,CAL FIRE/Riverside County Fire/San Bernardino National Forest ,6.95,83.04347826086956,96.94347826086955,107.95652173913044,69.14782608695653,59.21739130434783,0.30121212121212126,0.2546875,0.0,0.0,0.0,1.875,0.71875,0.0,0.0,0.0,30.91304347826087,562.4347826086956,3.0434782608695654,576.7813953488373,405.4,0.44,6,pass
