,CountyIds,Counties,Latitude,Longitude,AdminUnit,Name,AcresBurned,Started,Extinguished,ArchiveYear,PercentContained,MajorIncident,time,value,value_std_dev,nvalue,qcflag
335,37,San Diego,32.6449163,-116.9454387,CAL FIRE San Diego Unit / Chula Vista Fire Department,Otay Fire,80.0,2015-06-26 16:06:00+00:00,2015-06-26 22:15:00+00:00,2015,100.0,False,2015-06-26,402.15,0.12,4,pass
336,15,Kern,35.77937,-120.19482,Kern County Fire,Pass Fire,67.0,2015-06-15 15:46:00+00:00,2015-06-15 18:45:00+00:00,2015,100.0,False,2015-06-15,402.74,0.11,14,pass
337,18,Lassen,40.875667,-121.033667,CAL FIRE Lassen-Modoc Unit,Dixie Fire,60.0,2015-06-19 16:15:00+00:00,2015-06-20 19:35:00+00:00,2015,100.0,False,2015-06-19,402.04,0.14,15,pass
338,2,Alpine,38.598056,-119.751944,US Forest Service - Humboldt - Toiyabe National Forest,Washington Fire,0.0,2015-06-19 19:00:00+00:00,2015-06-22 12:05:00+00:00,2015,100.0,False,2015-06-19,402.04,0.14,15,pass
339,3,Amador,38.260777,-121.135426,CAL FIRE Amador-El Dorado Unit,North Fire,60.0,2015-06-16 16:42:00+00:00,2015-06-17 06:45:00+00:00,2015,100.0,False,2015-06-16,402.16,0.14,14,pass
340,28,Napa,38.5287,-122.3415,CAL FIRE Sonoma-Lake-Napa Unit,Chiles Fire,38.0,2015-06-16 14:27:00+00:00,2015-06-17 13:10:00+00:00,2015,100.0,True,2015-06-16,402.16,0.14,14,pass
341,47,Siskiyou,0.0,0.0,Shasta-Trinity National Forest ,Military Fire,58.0,2015-10-10 12:00:00+00:00,2015-10-10 18:45:00+00:00,2015,100.0,False,2015-10-10,397.56,0.21,3,pass
342,36,San Bernardino,34.23,-116.883,USFS - San Bernardino National Forest,Summit Fire,55.0,2015-08-23 12:25:00+00:00,2015-09-11 15:00:00+00:00,2015,100.0,False,2015-08-23,399.29,0.06,4,pass
343,56,Ventura,34.15,-118.879444,Ventura County Fire Department,Potrero Fire,50.0,2015-11-07 01:45:00+00:00,2015-11-07 16:45:00+00:00,2015,100.0,False,2015-11-07,399.24,0.06,4,pass
344,25,Modoc,0.0,0.0,USFS - Modoc National Forest ,Mason Fire ,43.0,2015-07-09 15:00:00+00:00,2015-07-13 11:00:00+00:00,2015,100.0,False,2015-07-09,401.06,0.06,4,pass
345,50,Stanislaus,37.24523,-121.20324,CAL FIRE Santa Clara Unit,Sullivan Fire,40.0,2015-07-28 12:10:00+00:00,2015-07-28 15:00:00+00:00,2015,100.0,False,2015-07-28,398.92,0.2,7,pass
346,12,Humboldt,40.1093,-123.774,CAL FIRE Humboldt-Del Norte Unit,Buck Fire,16.0,2015-07-28 17:19:00+00:00,2015-07-31 19:00:00+00:00,2015,100.0,False,2015-07-28,398.92,0.2,7,pass
347,28,Napa,0.0,0.0,CAL FIRE Sonoma-Lake-Napa Unit,Garage Fire,36.0,2015-06-09 15:23:00+00:00,2015-06-10 09:45:00+00:00,2015,100.0,True,2015-06-09,403.77,0.16,14,pass
348,9,El Dorado,0.0,0.0,CAL FIRE Amador El-Dorado Unit,Ranch Fire,35.0,2015-07-03 09:28:00+00:00,2015-07-05 11:30:00+00:00,2015,100.0,False,2015-07-03,402.1,0.18,14,pass
349,23,Mendocino,39.7806004,-123.248214,CAL FIRE Mendocino Unit,Covelo Fire,35.0,2015-06-28 13:30:00+00:00,2015-06-29 07:15:00+00:00,2015,100.0,False,2015-06-28,402.35,0.28,6,pass
350,29,Nevada,39.081,-121.194,CAL FIRE Nevada-Yuba-Placer Unit,McCourtney Fire,30.0,2015-09-22 07:00:00+00:00,2015-09-21 14:36:00+00:00,2015,100.0,False,2015-09-22,397.28,0.07,14,pass
351,18,Lassen,41.12362,-121.194256,CAL FIRE Lassen-Modoc Unit,Kramer Fire ,30.0,2015-08-29 16:06:00+00:00,2015-08-30 08:00:00+00:00,2015,100.0,False,2015-08-29,398.43,0.17,15,pass
352,56,Ventura,0.0,0.0,Ventura County Fire Department,Banister Fire,29.0,2015-11-11 17:40:00+00:00,2015-11-12 18:00:00+00:00,2015,100.0,False,2015-11-11,399.61,0.09,6,pass
353,37,San Diego,33.21407,-116.73472,CAL FIRE San Diego Unit,Lake Fire,25.0,2015-07-16 11:30:00+00:00,2015-07-17 15:15:00+00:00,2015,100.0,False,2015-07-16,401.04,0.27,15,pass
354,22,Mariposa,0.0,0.0,CAL FIRE Madera-Mariposa-Merced Unit  ,Fox Fire,25.0,2015-06-07 12:06:00+00:00,2015-06-09 09:00:00+00:00,2015,100.0,True,2015-06-07,403.63,0.05,14,pass
355,17,Lake,38.831478,-122.53428,CAL FIRE Sonoma Lake Napa,Grade Fire,22.0,2015-08-24 12:12:00+00:00,2015-08-25 18:30:00+00:00,2015,100.0,False,2015-08-24,399.33,0.04,10,pass
356,42,Santa Barbara,34.4828,-119.63216,Los Padres National Forest,Gibraltar Fire,21.0,2015-10-29 05:30:00+00:00,2015-11-09 12:00:00+00:00,2015,100.0,False,2015-10-29,398.74,0.09,9,pass
357,28,Napa,38.519132,-122.181878,CAL FIRE Sonoma-Lake-Napa Unit,Pleasure Fire,19.0,2015-06-27 12:51:00+00:00,2015-06-28 18:00:00+00:00,2015,100.0,False,2015-06-27,401.87,0.16,4,pass
358,27,Monterey,36.45994,-121.89938,US Forest Service - Los Padres National Forest,Soberanes Fire,132127.0,2016-07-22 08:48:00+00:00,2016-10-13 11:30:00+00:00,2016,100.0,True,2016-07-22,404.4,0.19,8,pass
359,27,Monterey,35.85093,-120.81081,CAL FIRE San Benito-Monterey Unit,Bradley Fire,100.0,2016-07-22 15:15:00+00:00,2016-07-23 08:45:00+00:00,2016,100.0,False,2016-07-22,404.4,0.19,8,pass
360,48,Solano,38.33475,-122.02564,CAL FIRE Sonoma-Lake-Napa Unit/Vacaville Fire Department,Oak Fire,57.0,2016-07-22 13:01:00+00:00,2016-07-22 16:07:00+00:00,2016,100.0,False,2016-07-22,404.4,0.19,8,pass
361,9,El Dorado,38.79549,-121.00299,CAL FIRE Amador-El Dorado Unit,Storksbill Fire,50.0,2016-07-22 13:15:00+00:00,2016-07-23 18:00:00+00:00,2016,100.0,True,2016-07-22,404.4,0.19,8,pass
362,37,San Diego,33.00056,-116.9571,CAL FIRE San Diego Unit,Rock Fire,28.0,2016-07-22 14:47:00+00:00,2016-07-24 14:30:00+00:00,2016,100.0,True,2016-07-22,404.4,0.19,8,pass
363,19,Los Angeles,0.0,0.0,Los Angeles Fire Department ,Sand Fire,0.0,2016-07-22 14:11:00+00:00,2016-08-09 17:15:00+00:00,2016,100.0,False,2016-07-22,404.4,0.19,8,pass
364,15,Kern,35.6115,-118.45628,Bureau of Land Management,Erskine Fire,48019.0,2016-06-23 15:51:00+00:00,2016-07-11 09:40:00+00:00,2016,100.0,False,2016-06-23,407.16,0.27,13,pass
365,27,Monterey,36.1934,-120.9293,CAL FIRE San Benito-Monterey Unit,Lowe Fire,52.0,2016-06-23 17:57:00+00:00,2016-06-24 18:20:00+00:00,2016,100.0,False,2016-06-23,407.16,0.27,13,pass
366,40,San Luis Obispo,35.70595,-120.98316,CAL FIRE San Luis Obispo Unit,Chimney Fire,46344.0,2016-08-13 16:03:00+00:00,2016-09-06 07:30:00+00:00,2016,100.0,True,2016-08-13,402.11,0.15,4,pass
367,17,Lake,38.89741,-122.60663999999998,CALFIRE Sonoma-Lake-Napa Unit,Clayton Fire,3929.0,2016-08-13 18:03:00+00:00,2016-08-26 18:00:00+00:00,2016,100.0,True,2016-08-13,402.11,0.15,4,pass
368,36,San Bernardino,34.30372,-117.49342,San Bernardino National Forest ,Blue Cut Fire,36274.0,2016-08-16 10:44:00+00:00,2016-08-23 07:45:00+00:00,2016,100.0,True,2016-08-16,401.43,0.19,14,pass
369,15,Kern,35.7506,-118.5678,Sequoia National Forest,Cedar Fire,29322.0,2016-08-16 16:35:00+00:00,2016-10-01 06:00:00+00:00,2016,100.0,False,2016-08-16,401.43,0.19,14,pass
370,47,Siskiyou,41.851000000000006,-123.118,USFS Klamath National Forest,Gap Fire,33867.0,2016-08-27 18:00:00+00:00,2016-08-28 18:15:00+00:00,2016,100.0,False,2016-08-27,401.45,0.06,4,pass
371,42,Santa Barbara,0.0,0.0,Los Padres National Forest,Rey Fire ,32606.0,2016-08-18 17:57:00+00:00,2016-09-15 15:20:00+00:00,2016,100.0,False,2016-08-18,402.55,0.07,13,pass
372,58,Yuba,36.16965,-121.38775,CAL FIRE Nevada-Yuba-Placer Unit,Beale Fire,400.0,2016-08-18 15:35:00+00:00,2016-08-18 21:30:00+00:00,2016,100.0,False,2016-08-18,402.55,0.07,13,pass
373,2,Alpine,38.57554,-120.00606,Stanislaus National Forest,Mokelumne Fire,0.0,2016-08-18 12:05:00+00:00,2016-08-30 12:05:00+00:00,2016,100.0,False,2016-08-18,402.55,0.07,13,pass
374,42,Santa Barbara,34.63445,-120.54421,Vandenberg Air Force Base,Canyon Fire,12518.0,2016-09-17 17:20:00+00:00,2016-09-27 14:00:00+00:00,2016,100.0,False,2016-09-17,401.95,0.1,5,pass
375,14,Inyo,37.75985,-118.95309,Inyo National Forest,Owens River Fire,5443.0,2016-09-17 13:49:00+00:00,2016-09-18 08:10:00+00:00,2016,100.0,False,2016-09-17,401.95,0.1,5,pass
376,25,Modoc,41.2649,-120.3178,Modoc National Forest,Soup Complex,2652.0,2016-09-17 14:37:00+00:00,2016-10-13 11:30:00+00:00,2016,100.0,False,2016-09-17,401.95,0.1,5,pass
377,29,Nevada,39.20427,-121.05948,CAL FIRE Nevada-Yuba-Placer Unit / Grass Valley Fire Department,Auburn Fire,47.0,2016-09-17 13:40:00+00:00,2016-09-20 18:00:00+00:00,2016,100.0,False,2016-09-17,401.95,0.1,5,pass
378,37,San Diego,32.60729,-116.63028,CAL FIRE San Diego Unit,Border Fire,7609.0,2016-06-19 11:03:00+00:00,2016-06-30 18:30:00+00:00,2016,100.0,True,2016-06-19,406.96,0.17,11,pass
379,42,Santa Barbara,34.776,-119.643,U.S Los Padres National Forest ,Sherpa Fire,7474.0,2016-06-15 15:21:00+00:00,2016-07-12 14:30:00+00:00,2016,100.0,True,2016-06-15,407.33,0.24,8,pass
380,5,Calaveras,0.0,0.0,CAL FIRE Tuolumne-Calaveras Unit,Cheyenne Fire,83.0,2016-06-15 12:46:00+00:00,2016-06-16 10:00:00+00:00,2016,100.0,True,2016-06-15,407.33,0.24,8,pass
381,10,Fresno,36.09974,-120.51057,CAL FIRE Fresno Kings Unit,Mineral Fire,7050.0,2016-08-09 13:08:00+00:00,2016-08-18 19:00:00+00:00,2016,100.0,True,2016-08-09,403.12,0.18,14,pass
382,17,Lake,36.09974,-120.51057,CAL FIRE Sonoma-Lake-Napa Unit,Kugelman Fire,45.0,2016-08-09 17:30:00+00:00,2016-08-10 17:00:00+00:00,2016,100.0,False,2016-08-09,403.12,0.18,14,pass
383,17,Lake,38.68403,-122.26015,CAL FIRE Sonoma-Lake-Napa Unit,Knoxville Fire,36.0,2016-08-09 18:50:00+00:00,2016-08-10 17:00:00+00:00,2016,100.0,False,2016-08-09,403.12,0.18,14,pass
384,45,Shasta,40.61213,-122.47091,CAL FIRE Shasta-Trinity Unit,Mountain Fire,35.0,2016-08-09 12:14:00+00:00,2016-08-10 17:00:00+00:00,2016,100.0,False,2016-08-09,403.12,0.18,14,pass
385,57,Yolo,38.52513,-122.06788,CAL FIRE Sonoma Lake Napa Unit,Cold Fire,5731.0,2016-08-02 16:36:00+00:00,2016-08-12 15:00:00+00:00,2016,100.0,True,2016-08-02,403.28,0.1,11,pass
386,4,Butte,39.6708,-121.7192,CAL FIRE Butte Unit,99 Fire,550.0,2016-08-02 14:35:00+00:00,2016-08-03 08:00:00+00:00,2016,100.0,False,2016-08-02,403.28,0.1,11,pass
387,19,Los Angeles,0.0,0.0,Angeles National Forest,San Gabriel Complex (Formerly Fish & Reservoir Fires),5399.0,2016-06-20 13:59:00+00:00,2018-04-23 15:07:00+00:00,2016,100.0,False,2016-06-20,406.84,0.05,14,pass
388,4,Butte,39.595,-121.6008,CAL FIRE Butte Unit,Coal Fire,112.0,2016-06-20 16:38:00+00:00,2016-06-20 19:50:00+00:00,2016,100.0,False,2016-06-20,406.84,0.05,14,pass
389,19,Los Angeles,34.31,-118.335,Angeles National Forest ,Marek Fire,4824.0,2016-11-14 05:45:00+00:00,2016-11-14 14:00:00+00:00,2016,100.0,False,2016-11-14,402.62,0.07,7,pass
390,43,Santa Clara,37.10632,-121.85318,CAL FIRE Santa Clara Unit,Loma Fire,4474.0,2016-09-26 14:42:00+00:00,2017-09-19 10:30:00+00:00,2016,100.0,True,2016-09-26,400.93,0.18,12,pass
391,55,Tuolumne,37.79635,-120.32484,CAL FIRE Tuolumne-Calaveras Unit,Marshes Fire,1080.0,2016-09-26 12:20:00+00:00,2016-10-04 22:00:00+00:00,2016,100.0,True,2016-09-26,400.93,0.18,12,pass
392,32,Plumas,39.92,-121.32,US Forest Service - Plumas NF,Tobin Fire,248.0,2016-09-26 13:23:00+00:00,2016-10-06 17:15:00+00:00,2016,100.0,False,2016-09-26,400.93,0.18,12,pass
393,54,Tulare,35.984,-118.551,Sequoia National Forest,Meadow Fire,4347.0,2016-10-29 11:15:00+00:00,2016-12-19 13:30:00+00:00,2016,100.0,False,2016-10-29,403.2,0.1,8,pass
394,27,Monterey,36.38123,-121.20059,CAL FIRE San Benito-Monterey Unit,Metz Fire,3876.0,2016-05-22 15:27:00+00:00,2016-05-25 18:15:00+00:00,2016,100.0,True,2016-05-22,408.99,0.22,11,pass
395,40,San Luis Obispo,0.0,0.0,Camp Roberts Fire Department,Roberts Fire,3712.0,2016-05-18 14:27:00+00:00,2016-05-20 18:00:00+00:00,2016,100.0,False,2016-05-18,407.6,0.52,12,pass
396,47,Siskiyou,41.62300000000001,-123.557,USFS Klamath National Forest ,Pony Fire,2860.0,2016-06-07 02:45:00+00:00,2016-11-08 10:15:00+00:00,2016,100.0,False,2016-06-07,407.57,0.23,10,pass
397,50,Stanislaus,37.17072,-121.42238,CAL FIRE Santa Clara Unit,Coe Fire,120.0,2016-06-07 16:30:00+00:00,2016-06-09 17:10:00+00:00,2016,100.0,False,2016-06-07,407.57,0.23,10,pass
398,26,Mono,0.0,0.0,Inyo National Forest,Clark Fire,2819.0,2016-08-04 14:09:00+00:00,2016-08-07 19:14:00+00:00,2016,100.0,False,2016-08-04,403.58,0.07,4,pass
399,50,Stanislaus,0.0,0.0,CAL FIRE Santa Clara Unit,Maze Fire,140.0,2016-08-04 15:45:00+00:00,2016-08-04 20:00:00+00:00,2016,100.0,False,2016-08-04,403.58,0.07,4,pass
400,15,Kern,35.24504,-118.60344,Kern County Fire,Hart Fire,100.0,2016-08-04 17:10:00+00:00,2016-08-07 20:15:00+00:00,2016,100.0,False,2016-08-04,403.58,0.07,4,pass
401,20,Madera,37.3228,-119.7738,CAL FIRE Madera-Mariposa-Merced Unit,Grub Fire,85.0,2016-08-04 14:13:00+00:00,2016-08-06 19:50:00+00:00,2016,100.0,False,2016-08-04,403.58,0.07,4,pass
402,56,Ventura,34.701,-119.144,Los Padres National Forest,Pine Fire,2304.0,2016-06-30 16:55:00+00:00,2016-06-30 16:55:00+00:00,2016,100.0,False,2016-06-30,406.15,0.08,6,pass
403,52,Tehama,40.0353,-122.56938999999998,CAL FIRE Tehama-Glenn Unit,Colyear Fire,464.0,2016-06-30 13:32:00+00:00,2016-07-04 07:45:00+00:00,2016,100.0,True,2016-06-30,406.15,0.08,6,pass
404,10,Fresno,37.01591,-119.50507,CAL FIRE Fresno-Kings Unit,Goose Fire,2241.0,2016-07-30 16:40:00+00:00,2016-08-09 18:30:00+00:00,2016,100.0,True,2016-07-30,404.0,0.15,7,pass
405,43,Santa Clara,37.41896,-121.79668999999998,CAL FIRE Santa Clara Unit,Sierra Fire,114.0,2016-07-30 17:25:00+00:00,2016-07-31 18:30:00+00:00,2016,100.0,False,2016-07-30,404.0,0.15,7,pass
406,18,Lassen,0.0,0.0,CAL FIRE Lassen-Modoc Unit,Dockery Fire,42.0,2016-07-30 16:25:00+00:00,2016-08-01 19:40:00+00:00,2016,100.0,True,2016-07-30,404.0,0.15,7,pass
407,55,Tuolumne,37.81434,-120.69521,CAL FIRE Tuolumne-Calaveras unit,Frymire Fire,32.0,2016-07-30 17:25:00+00:00,2016-08-01 08:05:00+00:00,2016,100.0,False,2016-07-30,404.0,0.15,7,pass
408,10,Fresno,36.94536,-119.25959,USFS Sierra National Forest,Sacata Fire,2100.0,2016-10-11 12:58:00+00:00,2016-10-20 07:00:00+00:00,2016,100.0,False,2016-10-11,401.4,0.06,12,pass
409,49,Sonoma,38.80017,-122.82895,CAL FIRE Sonoma-Lake-Napa Unit,Sawmill Fire,1547.0,2016-09-25 10:43:00+00:00,2016-09-29 17:00:00+00:00,2016,100.0,True,2016-09-25,400.74,0.08,13,pass
410,45,Shasta,40.0,-121.93923,CAL FIRE Shasta-Trinity Unit,Cow Fire,100.0,2016-09-25 07:15:00+00:00,2016-09-25 13:15:00+00:00,2016,100.0,False,2016-09-25,400.74,0.08,13,pass
411,33,Riverside,0.0,0.0,CAL FIRE / Riverside County Fire,Bogart Fire,1470.0,2016-08-30 12:25:00+00:00,2016-09-02 18:10:00+00:00,2016,100.0,True,2016-08-30,400.93,0.21,4,pass
412,23,Mendocino,39.8748511,-123.4267011,CAL FIRE Mendocino Unit,Mina Fire,36.0,2016-08-30 13:35:00+00:00,2016-08-31 07:15:00+00:00,2016,100.0,False,2016-08-30,400.93,0.21,4,pass
413,17,Lake,39.1408865,-122.9148951,CAL FIRE Sonoma-Lake-Napa Unit,Mockingbird Fire,20.0,2016-08-30 16:54:00+00:00,2016-08-31 07:05:00+00:00,2016,100.0,False,2016-08-30,400.93,0.21,4,pass
414,3,Amador,0.0,0.0,CAL FIRE Amador-El Dorado Unit,Willow Fire,19.0,2016-08-30 16:52:00+00:00,2016-08-31 07:05:00+00:00,2016,100.0,True,2016-08-30,400.93,0.21,4,pass
415,24,Merced,37.07147,-121.20155,CAL FIRE Madera-Mariposa-Merced Unit,Dinosaur Fire,1246.0,2016-06-25 23:45:00+00:00,2016-06-26 18:50:00+00:00,2016,100.0,False,2016-06-25,406.06,0.13,12,pass
416,26,Mono,37.97,-119.14,Inyo National Forest,Marina Fire,650.0,2016-06-25 06:30:00+00:00,2016-07-09 08:30:00+00:00,2016,100.0,False,2016-06-25,406.06,0.13,12,pass
417,1,Alameda,37.74369,-121.58677,CAL FIRE Santa Clara Unit,Grant Fire,211.0,2016-06-25 16:11:00+00:00,2016-06-26 07:00:00+00:00,2016,100.0,False,2016-06-25,406.06,0.13,12,pass
418,37,San Diego,33.393,-117.35093,Camp Pendleton Military Base,Roblar Fire,1245.0,2016-07-21 16:06:00+00:00,2016-07-30 14:15:00+00:00,2016,100.0,False,2016-07-21,404.94,0.12,6,pass
419,20,Madera,0.0,0.0,CAL FIRE Madera-Mariposa-Merced Unit,Serpa Fire,80.0,2016-07-21 12:53:00+00:00,2016-07-25 19:20:00+00:00,2016,100.0,True,2016-07-21,404.94,0.12,6,pass
420,5,Calaveras,37.98171,-120.64241,CAL FIRE Tuolumne-Calaveras Unit,Baker Fire,57.0,2016-07-21 15:06:00+00:00,2016-07-22 19:00:00+00:00,2016,100.0,True,2016-07-21,404.94,0.12,6,pass
421,47,Siskiyou,41.71847,-122.36924,CAL FIRE Siskiyou Unit,Table Fire,23.0,2016-07-21 20:30:00+00:00,2016-07-22 12:00:00+00:00,2016,100.0,False,2016-07-21,404.94,0.12,6,pass
422,4,Butte,39.6871,-121.571,CAL FIRE / Butte County Fire,Saddle Fire,850.0,2016-09-05 16:28:00+00:00,2016-09-12 14:51:00+00:00,2016,100.0,True,2016-09-05,401.59,0.16,15,pass
423,47,Siskiyou,41.7813,-122.611,CAL FIRE Siskiyou Unit,Grade Fire,710.0,2016-08-24 14:55:00+00:00,2016-08-30 06:45:00+00:00,2016,100.0,True,2016-08-24,402.01,0.16,15,pass
424,12,Humboldt,41.28486,-123.82268,CAL Fire Humboldt-Del Norte Unit,Tully Fire,599.0,2016-08-22 16:03:00+00:00,2016-09-04 06:55:00+00:00,2016,100.0,True,2016-08-22,401.68,0.17,12,pass
425,54,Tulare,36.1648,-118.73906,US Forest Service - Sequoia National Forest,Tule Fire,395.0,2016-08-22 22:00:00+00:00,2016-11-08 10:15:00+00:00,2016,100.0,False,2016-08-22,401.68,0.17,12,pass
426,15,Kern,34.913000000000004,118.9082,Kern County Fire,Fort Fire,554.0,2016-07-08 11:15:00+00:00,2016-07-10 19:37:00+00:00,2016,100.0,False,2016-07-08,405.66,0.1,5,pass
427,45,Shasta,40.36873,-122.72913,CAL FIRE Shasta-Trinity Unit,Fiddler Fire,441.0,2016-07-08 22:45:00+00:00,2016-07-12 07:00:00+00:00,2016,100.0,True,2016-07-08,405.66,0.1,5,pass
428,15,Kern,35.2013,-118.7212,Kern County Fire Department,Range Fire,518.0,2016-08-26 10:10:00+00:00,2016-08-29 10:30:00+00:00,2016,100.0,False,2016-08-26,402.07,0.06,15,pass
429,4,Butte,39.79547,-121.71662,CAL FIRE Butte Unit,Santos Fire,88.0,2016-08-26 15:30:00+00:00,2016-08-30 18:40:00+00:00,2016,100.0,True,2016-08-26,402.07,0.06,15,pass
430,5,Calaveras,38.1874,-120.6381,CAL FIRE Tuolumne-Calaveras Unit,Willow Fire,450.0,2016-08-28 13:07:00+00:00,2016-08-31 18:50:00+00:00,2016,100.0,True,2016-08-28,401.39,0.09,7,pass
431,15,Kern,35.4976,-118.5097,USFS Sequoia National Forest,Havilah Fire,304.0,2016-08-28 18:50:00+00:00,2016-08-28 18:50:00+00:00,2016,100.0,False,2016-08-28,401.39,0.09,7,pass
432,33,Riverside,0.0,0.0,CAL FIRE Riverside Unit,Evergreen Fire,40.0,2016-08-28 15:23:00+00:00,2016-08-29 15:00:00+00:00,2016,100.0,False,2016-08-28,401.39,0.09,7,pass
433,52,Tehama,40.30594,-122.1295,CAL FIRE Tehama-Glenn Unit,Hog Fire,360.0,2016-09-13 23:10:00+00:00,2016-09-13 14:30:00+00:00,2016,100.0,True,2016-09-13,400.99,0.17,10,pass
434,8,Del Norte,37.75972,-120.029626,Stanislaus National Forest,Old Fire,150.0,2016-09-13 13:55:00+00:00,2016-09-17 18:00:00+00:00,2016,100.0,False,2016-09-13,400.99,0.17,10,pass
435,5,Calaveras,38.08056,-120.81394,CAL FIRE Tuolumne Calaveras Unit,Pacheco Fire,341.0,2016-07-12 13:14:00+00:00,2016-07-16 18:30:00+00:00,2016,100.0,False,2016-07-12,404.42,0.31,15,pass
436,33,Riverside,0.0,0.0,CAL FIRE Riverside County Fire Unit,Briggs Fire,173.0,2016-07-12 15:20:00+00:00,2016-07-15 08:00:00+00:00,2016,100.0,False,2016-07-12,404.42,0.31,15,pass
437,5,Calaveras,37.96311,-120.67335,CAL FIRE Tuolumne Calaveras Unit,Stagecoach Fire,35.0,2016-07-12 15:19:00+00:00,2016-07-13 19:00:00+00:00,2016,100.0,False,2016-07-12,404.42,0.31,15,pass
438,5,Calaveras,38.02845,-120.61153,CAL FIRE Tuolumne-Calaveras Unit,Appaloosa Fire,310.0,2016-07-02 14:55:00+00:00,2016-07-08 19:32:00+00:00,2016,100.0,False,2016-07-02,406.17,0.06,14,pass
439,15,Kern,0.0,0.0,Kern County Fire Department,Flat Fire,306.0,2016-09-19 14:13:00+00:00,2016-09-21 09:30:00+00:00,2016,100.0,False,2016-09-19,400.85,0.07,11,pass
440,51,Sutter,39.188321,-121.78003,Beale Air Force Base,Butte Fire,300.0,2016-09-20 09:30:00+00:00,2016-09-20 18:00:00+00:00,2016,100.0,False,2016-09-20,400.64,0.17,13,pass
441,10,Fresno,36.88286,-119.654,CAL FIRE Fresno-Kings Unit,DeWolf Fire,278.0,2016-05-25 01:03:00+00:00,2016-05-25 08:00:00+00:00,2016,100.0,False,2016-05-25,408.11,0.06,8,pass
442,45,Shasta,0.0,0.0,CAL FIRE Shasta-Trinity Unit,Fiddler Fire,11.0,2016-05-25 16:51:00+00:00,2016-05-25 20:00:00+00:00,2016,100.0,False,2016-05-25,408.11,0.06,8,pass
443,57,Yolo,38.69971,-122.15457,CAL FIRE Sonoma-Lake-Napa Unit,Creek Fire,277.0,2016-06-26 15:45:00+00:00,2016-06-27 06:15:00+00:00,2016,100.0,False,2016-06-26,406.23,0.18,5,pass
444,17,Lake,39.12366,-122.50373,CAL FIRE Sonoma-Lake-Napa Unit,Reservoir Fire,215.0,2016-06-26 16:00:00+00:00,2016-06-28 20:00:00+00:00,2016,100.0,True,2016-06-26,406.23,0.18,5,pass
445,30,Orange,33.578720000000004,-117.77395,Orange County Fire Authority,Laguna Fire,47.0,2016-06-26 13:10:00+00:00,2016-06-29 18:30:00+00:00,2016,100.0,False,2016-06-26,406.23,0.18,5,pass
446,35,San Benito,0.0,0.0,CAL FIRE San Benito-Monterey Unit,King Fire ,237.0,2016-06-17 14:30:00+00:00,2016-06-20 06:00:00+00:00,2016,100.0,True,2016-06-17,406.7,0.23,9,pass
447,3,Amador,38.26874,-120.90265,CAL FIRE Amador El-Dorado Unit,Camanche Fire,210.0,2016-06-17 14:54:00+00:00,2016-06-21 18:30:00+00:00,2016,100.0,True,2016-06-17,406.7,0.23,9,pass
448,15,Kern,35.68313,-118.21793,Kern County Fire / Sequoia National Forest ,Onyx Fire,221.0,2016-07-13 17:08:00+00:00,2016-07-14 12:00:00+00:00,2016,100.0,False,2016-07-13,404.46,0.11,11,pass
449,56,Ventura,36.92244,-119.39619,Ventura County Fire Department,Sherwood Fire,78.0,2016-07-13 15:52:00+00:00,2016-07-15 14:00:00+00:00,2016,100.0,False,2016-07-13,404.46,0.11,11,pass
450,42,Santa Barbara,34.75134,-120.55297,Vandenberg Air Force Base,Washington Fire,215.0,2016-09-22 14:20:00+00:00,2016-09-27 14:00:00+00:00,2016,100.0,False,2016-09-22,401.02,0.08,10,pass
451,4,Butte,39.4403,-121.42647,CAL FIRE Butte Unit,Bangor Fire,130.0,2016-09-22 11:45:00+00:00,2016-09-23 10:30:00+00:00,2016,100.0,False,2016-09-22,401.02,0.08,10,pass
452,9,El Dorado,38.93449,-120.10744,CAL FIRE Amador- El Dorado Unit / USFS El Dorado National Forest / Lake Valley Fire,Emerald Fire,176.0,2016-10-14 01:28:00+00:00,2016-10-17 11:45:00+00:00,2016,100.0,True,2016-10-14,401.83,0.12,4,pass
453,31,Placer,38.8390117,-121.3090268,CAL FIRE Nevada-Yuba-Placer Unit,Athens Fire,169.0,2016-05-17 15:06:00+00:00,2016-05-19 18:00:00+00:00,2016,100.0,False,2016-05-17,407.22,0.12,14,pass
454,10,Fresno,36.84479,-119.34487,CAL FIRE / Fresno County Fire,Sunny Fire,158.0,2016-09-03 14:44:00+00:00,2016-09-06 18:15:00+00:00,2016,100.0,True,2016-09-03,401.09,0.13,15,pass
455,36,San Bernardino,34.25858,-117.4415,San Bernardino National Forest,Ken Fire,20.0,2016-09-03 21:51:00+00:00,2016-09-04 18:55:00+00:00,2016,100.0,False,2016-09-03,401.09,0.13,15,pass
456,19,Los Angeles,34.276,-118.354,LA County Fire Department/Angeles National Forest,Wheatland Fire,156.0,2016-05-23 14:15:00+00:00,2016-05-25 18:45:00+00:00,2016,100.0,False,2016-05-23,408.88,0.14,7,pass
457,10,Fresno,0.0,0.0,CAL FIRE Fresno-Kings Unit,Hills Fire,151.0,2016-04-28 17:45:00+00:00,2016-04-29 17:15:00+00:00,2016,100.0,False,2016-04-28,408.31,0.11,8,pass
