,CountyIds,Counties,Latitude,Longitude,AdminUnit,Name,AcresBurned,Started,Extinguished,ArchiveYear,PercentContained,MajorIncident,time,value,value_std_dev,nvalue,qcflag
792,45,Shasta,40.69554,-122.0122,CAL FIRE Shasta-Trinity Unit,Oak Fire,128.0,2017-07-01 00:48:00+00:00,2018-01-09 11:16:00+00:00,2017,100.0,False,2017-07-01,407.29,0.76,11,pass
793,10,Fresno,36.5355,-120.6585,CAL FIRE Fresno-Kings Unit,Tumey Fire,126.0,2017-04-29 17:15:00+00:00,2018-01-09 09:52:00+00:00,2017,100.0,False,2017-04-29,409.5,0.26,4,pass
794,33,Riverside,34.009026,-117.239099,CAL FIRE/Riverside County Fire,Stewart Fire,122.0,2017-08-04 14:25:00+00:00,2018-01-09 12:19:00+00:00,2017,100.0,False,2017-08-04,406.16,0.12,11,pass
795,4,Butte,39.38416,-121.5786,CAL FIRE / Butte County Fire,Lone Fire,111.0,2017-06-22 11:10:00+00:00,2018-01-09 11:01:00+00:00,2017,100.0,False,2017-06-22,408.2,0.06,6,pass
796,48,Solano,38.07481,-122.23004,Vallejo City Fire Department,Toll Fire,39.0,2017-06-22 13:08:00+00:00,2018-01-09 11:01:00+00:00,2017,100.0,False,2017-06-22,408.2,0.06,6,pass
797,4,Butte,39.364,-121.4143,CAL FIRE/Butte County Fire,Highway Fire,21.0,2017-06-22 09:49:00+00:00,2018-01-09 11:00:00+00:00,2017,100.0,False,2017-06-22,408.2,0.06,6,pass
798,40,San Luis Obispo,35.3024,-120.65279,CAL FIRE San Luis Obispo Unit,Poly Fire,105.0,2017-09-26 15:30:00+00:00,2018-01-09 13:26:00+00:00,2017,100.0,False,2017-09-26,402.49,0.17,14,pass
799,40,San Luis Obispo,35.5956,-120.56068,CAL FIRE San Luis Obispo Unit,Linne Fire,74.0,2017-09-26 16:45:00+00:00,2018-01-09 13:26:00+00:00,2017,100.0,False,2017-09-26,402.49,0.17,14,pass
800,58,Yuba,39.03168,-121.40947,Wheatland Fire Protection District ,Jasper Fire,26.0,2017-09-26 15:20:00+00:00,2018-01-09 13:25:00+00:00,2017,100.0,False,2017-09-26,402.49,0.17,14,pass
801,1,Alameda,37.77982,-122.169,Oakland City Fire Department,Edwards Fire,22.0,2017-09-26 12:22:00+00:00,2018-01-09 13:25:00+00:00,2017,100.0,False,2017-09-26,402.49,0.17,14,pass
802,37,San Diego,32.64962,-116.37345,CAL FIRE San Diego Unit,Church Fire,100.0,2017-10-21 13:04:00+00:00,2018-01-09 13:41:00+00:00,2017,100.0,False,2017-10-21,404.21,0.08,13,pass
803,4,Butte,39.52499,-121.64897,CAL FIRE/Butte County Fire,Wilbur Fire,91.0,2017-06-06 12:43:00+00:00,2018-01-09 10:27:00+00:00,2017,100.0,False,2017-06-06,409.92,0.08,10,pass
804,47,Siskiyou,41.8721,-122.4571,CAL FIRE Siskiyou Unit,Whitepine Fire,46.0,2017-06-06 16:38:00+00:00,2018-01-09 10:27:00+00:00,2017,100.0,True,2017-06-06,409.92,0.08,10,pass
805,17,Lake,39.15016,-122.576,CAL FIRE Sonoma-Lake-Napa Unit,Ridge Fire,87.0,2017-10-06 14:38:00+00:00,2018-01-09 13:29:00+00:00,2017,100.0,True,2017-10-06,403.03,0.08,14,pass
806,56,Ventura,34.34949,-119.30918,Ventura County Fire,Vista Fire,86.0,2017-10-24 14:44:00+00:00,2018-01-09 13:45:00+00:00,2017,100.0,False,2017-10-24,403.95,0.08,12,pass
807,36,San Bernardino,34.13534,-117.4982,San Bernardino County Fire and Rancho Cucamonga Fire District,Freeway Fire,40.0,2017-10-24 10:27:00+00:00,2018-01-09 13:45:00+00:00,2017,100.0,False,2017-10-24,403.95,0.08,12,pass
808,33,Riverside,117.337331,34.015742,CAL FIRE/Riverside County Fire Department,Marlborough Fire,85.0,2017-08-31 10:13:00+00:00,2018-01-09 12:49:00+00:00,2017,100.0,False,2017-08-31,404.17,0.24,13,pass
809,12,Humboldt,40.03697,-123.64214,CAL FIRE/Humboldt-Del Norte Unit,Miller Fire,34.0,2017-08-31 13:57:00+00:00,2018-01-09 12:49:00+00:00,2017,100.0,False,2017-08-31,404.17,0.24,13,pass
810,19,Los Angeles,34.52055,-118.62882,Los Angeles County Fire,Castaic Fire,30.0,2017-08-31 16:32:00+00:00,2018-03-22 16:34:00+00:00,2017,100.0,False,2017-08-31,404.17,0.24,13,pass
811,43,Santa Clara,37.3344,-121.71752,CAL FIRE Santa Clara Unit,Ranch Fire,85.0,2017-06-29 13:56:00+00:00,2018-01-09 11:11:00+00:00,2017,100.0,False,2017-06-29,406.26,0.35,10,pass
812,19,Los Angeles,34.03941,-118.58624,Los Angeles County Fire Department,Topanga Fire,55.0,2017-06-29 15:09:00+00:00,2018-01-09 11:11:00+00:00,2017,100.0,False,2017-06-29,406.26,0.35,10,pass
813,27,Monterey,35.96275,-121.08753,CAL FIRE San Benito-Monterey Unit,Lockwood Fire,42.0,2017-06-29 20:44:00+00:00,2018-01-09 11:11:00+00:00,2017,100.0,False,2017-06-29,406.26,0.35,10,pass
814,19,Los Angeles,34.10446,-118.70293999999998,Los Angeles County Fire Department,Stokes Fire,41.0,2017-06-29 15:45:00+00:00,2018-01-09 11:11:00+00:00,2017,100.0,False,2017-06-29,406.26,0.35,10,pass
815,9,El Dorado,38.869036,-119.61865,Bureau of Indian Affairs,Holiday Fire,80.0,2017-12-28 20:51:00+00:00,2018-01-09 13:49:00+00:00,2017,100.0,False,2017-12-28,408.26,0.09,4,pass
816,54,Tulare,35.89423,-119.00334,CAL FIRE Tulare Unit,Fountain Fire ,79.0,2017-05-31 11:30:00+00:00,2018-01-09 10:23:00+00:00,2017,100.0,False,2017-05-31,409.34,0.23,10,pass
817,52,Tehama,40.38944,-122.13088,CAL FIRE Tehama-Glenn Unit,Spring Fire ,78.0,2017-06-04 16:22:00+00:00,2018-01-09 10:25:00+00:00,2017,100.0,False,2017-06-04,409.72,0.08,9,pass
818,18,Lassen,40.03392,-120.1064,CAL FIRE Lassen-Modoc Unit,River Fire,67.0,2017-06-04 16:12:00+00:00,2018-01-09 10:26:00+00:00,2017,100.0,False,2017-06-04,409.72,0.08,9,pass
819,15,Kern,35.60633,-118.4642,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",Creek Fire ,33.0,2017-06-04 22:11:00+00:00,2018-01-09 10:24:00+00:00,2017,100.0,False,2017-06-04,409.72,0.08,9,pass
820,37,San Diego,0.0,0.0,CAL FIRE San Diego Unit,Dehesa Fire,12.0,2017-06-04 11:04:00+00:00,2018-01-09 10:25:00+00:00,2017,100.0,False,2017-06-04,409.72,0.08,9,pass
821,33,Riverside,33.87107,-116.88097,CAL FIRE/Riverside County Fire,Shirleon Fire ,10.0,2017-06-04 16:48:00+00:00,2018-01-09 10:26:00+00:00,2017,100.0,False,2017-06-04,409.72,0.08,9,pass
822,10,Fresno,36.7279,-119.28241,CAL FIRE / Fresno County Fire,Hill Fire,69.0,2017-08-27 18:47:00+00:00,2018-01-09 12:46:00+00:00,2017,100.0,False,2017-08-27,404.66,0.31,12,pass
823,33,Riverside,33.6444,-117.3968,CAL FIRE / USFS - Cleveland National Forest,Canyon Fire,46.0,2017-08-27 14:51:00+00:00,2018-01-09 12:45:00+00:00,2017,100.0,False,2017-08-27,404.66,0.31,12,pass
824,1,Alameda,37.56181,-121.56425,CAL FIRE Santa Clara Unit,Mines Fire,44.0,2017-08-27 17:45:00+00:00,2018-01-09 12:45:00+00:00,2017,100.0,False,2017-08-27,404.66,0.31,12,pass
825,49,Sonoma,38.26294,-122.71998,CAL FIRE Sonoma-Lake-Napa Unit,Bodega Fire,18.0,2017-08-27 13:30:00+00:00,2018-01-09 12:45:00+00:00,2017,100.0,False,2017-08-27,404.66,0.31,12,pass
826,34,Sacramento,38.33707,-121.11113,CAL FIRE Amador-El Dorado Unit,Clay Fire,68.0,2017-06-01 15:38:00+00:00,2018-01-09 10:22:00+00:00,2017,100.0,False,2017-06-01,409.25,0.34,10,pass
827,33,Riverside,33.94788,-116.59719,CAL FIRE/Riverside County Fire,Fairview Fire,26.0,2017-06-01 16:12:00+00:00,2018-01-09 10:23:00+00:00,2017,100.0,False,2017-06-01,409.25,0.34,10,pass
828,17,Lake,38.94599,-122.81135,CAL FIRE Sonoma-Lake-Napa Unit,Bottle Fire,62.0,2017-08-08 16:40:00+00:00,2018-01-09 12:28:00+00:00,2017,100.0,True,2017-08-08,404.89,0.22,5,pass
829,5,Calaveras,38.18303,-120.85322,CAL FIRE Tuolumne-Calaveras Unit,Quail Fire,59.0,2017-07-12 13:10:00+00:00,2018-01-09 11:53:00+00:00,2017,100.0,True,2017-07-12,406.74,0.38,10,pass
830,36,San Bernardino,34.149,-117.189,San Bernardino National Forest,Hidden Fire,46.0,2017-07-12 15:29:00+00:00,2018-01-09 11:54:00+00:00,2017,100.0,False,2017-07-12,406.74,0.38,10,pass
831,21,Marin,38.08055,-122.77846,Marin County Fire,Spaletta Fire,35.0,2017-07-12 16:15:00+00:00,2018-01-09 11:54:00+00:00,2017,100.0,False,2017-07-12,406.74,0.38,10,pass
832,9,El Dorado,38.67474,-121.06088,CAL FIRE Amador-El Dorado Unit,Rosado Fire,13.0,2017-07-12 13:51:00+00:00,2018-01-09 11:53:00+00:00,2017,100.0,False,2017-07-12,406.74,0.38,10,pass
833,4,Butte,39.50475,-121.33785,CAL FIRE Butte Unit ,Rebie Fire,10.0,2017-07-12 13:55:00+00:00,2018-01-09 11:53:00+00:00,2017,100.0,True,2017-07-12,406.74,0.38,10,pass
834,10,Fresno,36.7528,-119.2288,CAL FIRE Fresno-Kings Unit,Silver Fire,58.0,2017-10-11 15:59:00+00:00,2018-01-09 13:36:00+00:00,2017,100.0,True,2017-10-11,403.44,0.14,13,pass
835,48,Solano,38.4446,-122.0041,CAL FIRE Sonoma-Lake-Napa Unit,Estate Fire,55.0,2017-09-23 11:05:00+00:00,2018-01-09 13:23:00+00:00,2017,100.0,True,2017-09-23,403.03,0.15,8,pass
836,40,San Luis Obispo,35.76343,-121.04445,CAL FIRE San Luis Obispo Unit,Cove Fire,25.0,2017-09-23 15:40:00+00:00,2018-01-09 13:23:00+00:00,2017,100.0,False,2017-09-23,403.03,0.15,8,pass
837,47,Siskiyou,41.222,-122.292,Shasta-Trinity National Forest ,Bradley Fire,54.0,2017-08-28 22:00:00+00:00,2018-01-09 12:46:00+00:00,2017,100.0,False,2017-08-28,404.05,0.15,4,pass
838,47,Siskiyou,41.222,-122.27499,Shasta-Trinity National Forest,Bradley Fire,54.0,2017-08-28 21:38:00+00:00,2018-01-09 12:46:00+00:00,2017,100.0,False,2017-08-28,404.05,0.15,4,pass
839,12,Humboldt,41.02705,-123.63721,Shasta Trinity National Forest,Translator Fire,40.0,2017-08-28 08:01:00+00:00,2018-01-09 12:46:00+00:00,2017,100.0,False,2017-08-28,404.05,0.15,4,pass
840,3,Amador,38.34421,-120.72274,CAL FIRE Amador-El Dorado Unit,Sandra Fire,10.0,2017-08-28 17:06:00+00:00,2018-01-09 12:46:00+00:00,2017,100.0,False,2017-08-28,404.05,0.15,4,pass
841,33,Riverside,33.8826,-117.00589,CAL FIRE/Riverside County Fire,Extension Fire,50.0,2017-10-23 10:31:00+00:00,2018-01-09 13:42:00+00:00,2017,100.0,False,2017-10-23,403.82,0.1,8,pass
842,41,San Mateo,37.41591,-122.3001,CAL FIRE San Mateo-Santa Cruz Unit ,Skeggs Fire,50.0,2017-09-11 19:41:00+00:00,2018-01-09 13:20:00+00:00,2017,100.0,True,2017-09-11,403.78,0.23,12,pass
843,27,Monterey,36.17297,-120.87609,CAL FIRE San Benito-Monterey Unit,Pine Fire,43.0,2017-09-11 15:11:00+00:00,2018-01-09 13:19:00+00:00,2017,100.0,False,2017-09-11,403.78,0.23,12,pass
844,10,Fresno,37.10067,-119.32108999999998,CAL FIRE / Fresno County Fire,Shaver Fire,10.0,2017-09-11 10:00:00+00:00,2018-01-09 13:19:00+00:00,2017,100.0,False,2017-09-11,403.78,0.23,12,pass
845,15,Kern,35.70639,-118.47307,Kern County Fire Department / Sequoia National Forest,Calgary Fire,50.0,2017-08-05 13:16:00+00:00,2018-01-09 12:19:00+00:00,2017,100.0,False,2017-08-05,405.94,0.21,10,pass
846,33,Riverside,33.877390000000005,-117.16215,CAL FIRE/Riverside County Fire Department,Lago Fire,50.0,2017-07-03 15:14:00+00:00,2018-01-09 11:41:00+00:00,2017,100.0,False,2017-07-03,407.38,0.06,5,pass
847,33,Riverside,33.96896,-117.25411,CAL FIRE / Riverside County Fire,Timber Fire,30.0,2017-07-03 19:31:00+00:00,2018-01-09 11:42:00+00:00,2017,100.0,False,2017-07-03,407.38,0.06,5,pass
848,33,Riverside,33.91806,-116.99321,CAL FIRE/Riverside County Fire Department ,Canyon Fire,10.0,2017-07-03 13:34:00+00:00,2018-01-09 11:41:00+00:00,2017,100.0,False,2017-07-03,407.38,0.06,5,pass
849,33,Riverside,33.585770000000004,-116.07429,CAL FIRE Riverside Unit,Serenas Fire,48.0,2017-05-28 15:27:00+00:00,2018-01-09 10:21:00+00:00,2017,100.0,False,2017-05-28,409.81,0.14,14,pass
850,10,Fresno,36.61332,-120.7109,CAL FIRE Fresno-Kings Unit,Panoche Fire,18.0,2017-05-28 16:16:00+00:00,2018-01-09 10:21:00+00:00,2017,100.0,False,2017-05-28,409.81,0.14,14,pass
851,10,Fresno,36.96642,-119.58292,CAL FIRE Fresno-Kings Unit,Rusty Fire,16.0,2017-05-28 07:49:00+00:00,2018-01-09 10:17:00+00:00,2017,100.0,False,2017-05-28,409.81,0.14,14,pass
852,5,Calaveras,38.19906,-120.83484,CAL FIRE Tuolumne-Calaveras Unit,Lombardi Fire,15.0,2017-05-28 15:30:00+00:00,2018-01-09 10:21:00+00:00,2017,100.0,False,2017-05-28,409.81,0.14,14,pass
853,15,Kern,34.87128,-118.35296,Kern County Fire Department,Champagne Fire,10.0,2017-05-28 10:59:00+00:00,2018-01-09 10:17:00+00:00,2017,100.0,False,2017-05-28,409.81,0.14,14,pass
854,33,Riverside,33.9885,-117.38417,City of Riverside Fire Department,Riverbottom Fire,45.0,2017-12-21 11:16:00+00:00,2018-01-09 13:49:00+00:00,2017,100.0,False,2017-12-21,406.76,0.26,15,pass
855,52,Tehama,39.81517,-122.28165,CAL FIRE Tehama-Glenn Unit ,Roser Fire,43.0,2017-11-02 14:40:00+00:00,2018-01-09 13:46:00+00:00,2017,100.0,False,2017-11-02,404.02,0.14,6,pass
856,25,Modoc,41.38247,-120.53443,CAL FIRE Lassen-Modoc Unit,Jones Fire,42.0,2017-06-03 13:09:00+00:00,2018-01-09 10:24:00+00:00,2017,100.0,False,2017-06-03,409.66,0.17,12,pass
857,33,Riverside,33.82165,-116.96079,CAL FIRE / Riverside County Fire,Vernon Fire,27.0,2017-06-03 12:09:00+00:00,2018-01-09 10:24:00+00:00,2017,100.0,False,2017-06-03,409.66,0.17,12,pass
858,19,Los Angeles,34.29931,-118.37539,Los Angeles County Fire Department,5 Fire,25.0,2017-06-03 15:39:00+00:00,2018-01-09 10:24:00+00:00,2017,100.0,False,2017-06-03,409.66,0.17,12,pass
859,33,Riverside,33.90327,-116.50151,CAL FIRE / Riverside County Fire,Palm Fire,40.0,2017-11-14 16:11:00+00:00,2018-01-09 13:46:00+00:00,2017,100.0,False,2017-11-14,404.93,0.14,14,pass
860,45,Shasta,40.774,-122.309, Shasta-Trinity National Forest , Bridge Fire,37.0,2017-10-31 11:22:00+00:00,2018-01-09 13:46:00+00:00,2017,100.0,False,2017-10-31,404.28,0.14,4,pass
861,15,Kern,35.37351,-118.84134,Kern County Fire Department,Breckenridge Fire,35.0,2017-06-09 04:53:00+00:00,2018-01-09 10:29:00+00:00,2017,100.0,False,2017-06-09,409.74,0.19,14,pass
862,27,Monterey,35.80375,-120.52508,CAL FIRE San Benito-Monterey Unit,Hog Fire,14.0,2017-06-09 16:15:00+00:00,2018-01-09 10:29:00+00:00,2017,100.0,False,2017-06-09,409.74,0.19,14,pass
863,33,Riverside,33.96419,-117.20507,CAL FIRE/ Riverside County Fire,Smiley Fire,35.0,2017-05-21 16:12:00+00:00,2018-01-09 10:07:00+00:00,2017,100.0,False,2017-05-21,409.96,0.15,15,pass
864,33,Riverside,33.73547,-117.33364,CAL FIRE / Riverside County Fire,Ellie Fire,34.0,2017-09-10 13:49:00+00:00,2018-01-09 13:19:00+00:00,2017,100.0,False,2017-09-10,403.5,0.34,8,pass
865,10,Fresno,36.099681,-120.443545,CAL FIRE / Fresno County Fire,Juniper Fire,31.0,2017-08-23 13:28:00+00:00,2018-01-09 12:44:00+00:00,2017,100.0,False,2017-08-23,404.33,0.13,12,pass
866,9,El Dorado,38.77921,-120.46234,USFS - El Dorado National Forest,Ice Fire,29.0,2017-10-10 15:36:00+00:00,2018-01-09 13:35:00+00:00,2017,100.0,False,2017-10-10,403.28,0.07,9,pass
867,33,Riverside,33.50488,-117.02132,CAL FIRE/ Riverside County Fire,Portola Fire,23.0,2017-10-10 14:57:00+00:00,2018-01-09 13:32:00+00:00,2017,100.0,False,2017-10-10,403.28,0.07,9,pass
868,29,Nevada,39.06414,-121.13737,CAL FIRE Nevada-Yuba-Placer Unit,Garden Fire,19.0,2017-10-10 12:30:00+00:00,2018-01-09 13:33:00+00:00,2017,100.0,False,2017-10-10,403.28,0.07,9,pass
869,37,San Diego,32.679,-116.29296,CAL FIRE San Diego Unit,Ribbonwood Fire,25.0,2017-05-24 15:30:00+00:00,2018-01-09 10:10:00+00:00,2017,100.0,False,2017-05-24,410.11,0.07,15,pass
870,40,San Luis Obispo,35.41112000000001,-120.00353,CAL FIRE San Luis Obispo Unit,Soda Fire,21.0,2017-10-20 12:13:00+00:00,2018-01-09 13:42:00+00:00,2017,100.0,False,2017-10-20,404.39,0.13,10,pass
871,35,San Benito,36.35578,-120.99552,CAL FIRE San Benito-Monterey Unit,Bitterwater Fire,21.0,2017-05-22 04:50:00+00:00,2018-01-09 10:07:00+00:00,2017,100.0,False,2017-05-22,410.07,0.1,12,pass
872,49,Sonoma,38.51937,-123.24713,CAL FIRE Sonoma-Lake-Napa Unit,Fort Fire,20.0,2017-10-07 20:00:00+00:00,2018-01-09 13:30:00+00:00,2017,100.0,False,2017-10-07,403.17,0.11,7,pass
873,52,Tehama,40.20077,-122.24731,CAL FIRE Tehama-Glenn Unit ,36 Fire,20.0,2017-10-03 16:22:00+00:00,2018-01-09 13:29:00+00:00,2017,100.0,False,2017-10-03,402.72,0.14,5,pass
874,22,Mariposa,37.41231,-119.87465,CAL FIRE Madera-Mariposa-Merced Unit,Ramblin Fire,17.0,2017-10-03 11:44:00+00:00,2018-01-09 13:29:00+00:00,2017,100.0,False,2017-10-03,402.72,0.14,5,pass
875,7,Contra Costa,37.86549,-122.2102,CAL FIRE Santa Clara Unit,Fish Fire,20.0,2017-06-05 13:17:00+00:00,2018-01-09 10:26:00+00:00,2017,100.0,False,2017-06-05,409.85,0.11,13,pass
876,15,Kern,35.564124,-118.796513,Kern County Fire,Pine Fire,10.0,2017-06-05 14:02:00+00:00,2018-01-09 10:27:00+00:00,2017,100.0,False,2017-06-05,409.85,0.11,13,pass
877,33,Riverside,33.88994,-116.91023,CAL FIRE/Riverside County Fire Department,Longhorn Fire,19.0,2017-12-13 15:27:00+00:00,2018-01-09 13:49:00+00:00,2017,100.0,False,2017-12-13,405.92,0.16,10,pass
878,15,Kern,35.71704000000001,-118.30601,Kern County Fire,Fay Fire,19.0,2017-05-01 12:44:00+00:00,2018-01-09 09:54:00+00:00,2017,100.0,False,2017-05-01,408.62,0.06,4,pass
879,45,Shasta,40.92602,-121.5935,CAL FIRE Shasta-Trinity Unit,Corner Fire,17.0,2017-08-17 14:15:00+00:00,2018-01-09 12:42:00+00:00,2017,100.0,True,2017-08-17,405.64,0.28,9,pass
880,15,Kern,35.188,-119.2877,Kern County Fire Department,Elk Fire,16.0,2017-06-02 18:55:00+00:00,2018-01-09 10:23:00+00:00,2017,100.0,False,2017-06-02,409.67,0.06,6,pass
881,36,San Bernardino,34.04412,-116.55326,CAL FIRE San Bernardino Unit,Matz Fire,16.0,2017-05-29 01:20:00+00:00,2018-01-09 10:22:00+00:00,2017,100.0,False,2017-05-29,409.95,0.07,12,pass
882,58,Yuba,39.23205,-121.376,CAL FIRE Nevada-Yuba-Placer Unit,Twenty Fire,10.0,2017-05-29 15:31:00+00:00,2018-01-09 10:22:00+00:00,2017,100.0,False,2017-05-29,409.95,0.07,12,pass
883,29,Nevada,39.16826,-120.95498,CAL FIRE Nevada - Yuba - Placer Unit,Greenhorn Fire,15.0,2017-07-27 14:49:00+00:00,2018-01-09 12:06:00+00:00,2017,100.0,False,2017-07-27,406.88,0.16,11,pass
884,33,Riverside,33.56777,-116.08003,CAL FIRE Riverside Unit,66 Fire,15.0,2017-04-13 02:30:00+00:00,2018-01-09 09:50:00+00:00,2017,100.0,False,2017-04-13,407.84,0.39,10,pass
885,42,Santa Barbara,34.71796,-120.27077,Santa Barbara County Fire,Drum Fire,14.0,2017-12-16 12:21:00+00:00,2018-01-09 13:49:00+00:00,2017,100.0,False,2017-12-16,407.7,0.06,7,pass
886,42,Santa Barbara,34.605358,-120.414875,Santa Barbara County Fire,Coast Fire,14.0,2017-12-14 12:59:00+00:00,2018-01-09 13:49:00+00:00,2017,100.0,False,2017-12-14,406.14,0.16,10,pass
887,50,Stanislaus,37.89532,-120.84748,CAL FIRE Tuolumne-Calaveras Unit,Milton Fire,13.0,2017-10-18 12:53:00+00:00,2018-01-09 13:41:00+00:00,2017,100.0,False,2017-10-18,403.14,0.12,6,pass
888,9,El Dorado,38.69775,-120.73757,CAL FIRE Amador-El Dorado Unit,Woodland Fire,13.0,2017-07-25 14:13:00+00:00,2018-01-09 12:06:00+00:00,2017,100.0,False,2017-07-25,406.38,0.05,10,pass
889,47,Siskiyou,41.702,-123.508,Klamath National Forest,Clear Complex (merged into Eclipse Complex),0.0,2017-07-25 12:45:00+00:00,2018-01-09 12:05:00+00:00,2017,100.0,False,2017-07-25,406.38,0.05,10,pass
890,40,San Luis Obispo,35.6879,-120.3317,CAL FIRE San Luis Obispo Unit,Shandon Fire,12.0,2017-05-07 16:41:00+00:00,2018-01-09 09:55:00+00:00,2017,100.0,False,2017-05-07,409.21,0.16,13,pass
891,29,Nevada,39.36902,-120.97586,CAL FIRE Nevada-Yuba-Placer Unit,Grizzly Fire,10.0,2017-07-21 16:50:00+00:00,2018-01-09 12:03:00+00:00,2017,100.0,False,2017-07-21,406.78,0.25,14,pass
892,45,Shasta,40.48972,-122.38618999999998,CAL FIRE Shasta-Trinity Unit,North Fire,10.0,2017-07-15 18:10:00+00:00,2018-01-09 11:56:00+00:00,2017,100.0,True,2017-07-15,407.19,0.17,14,pass
893,33,Riverside,33.94673,-117.17773,CAL FIRE/Riverside County Fire,Moreno Fire,10.0,2017-05-23 13:13:00+00:00,2018-01-09 10:08:00+00:00,2017,100.0,False,2017-05-23,410.02,0.09,15,pass
894,4,Butte,39.51158,-121.55633,Unified Command,Oroville Spillway ,0.0,2017-02-07 14:00:00+00:00,2018-01-09 09:24:00+00:00,2017,100.0,True,2017-02-07,406.11,0.17,14,pass
895,"6,11,17,23",Colusa,39.243283,-123.103367,USFS Mendocino National Forest ,Ranch Fire (Mendocino Complex),410203.0,2018-07-27 12:05:00+00:00,2019-01-04 09:33:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
896,"6,11,17,23",Glenn,39.243283,-123.103367,USFS Mendocino National Forest ,Ranch Fire (Mendocino Complex),410203.0,2018-07-27 12:05:00+00:00,2019-01-04 09:33:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
897,"6,11,17,23",Lake,39.243283,-123.103367,USFS Mendocino National Forest ,Ranch Fire (Mendocino Complex),410203.0,2018-07-27 12:05:00+00:00,2019-01-04 09:33:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
898,"6,11,17,23",Mendocino,39.243283,-123.103367,USFS Mendocino National Forest ,Ranch Fire (Mendocino Complex),410203.0,2018-07-27 12:05:00+00:00,2019-01-04 09:33:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
899,"6,17,23",Colusa,39.04786,-123.11971,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,River Fire (Mendocino Complex),48920.0,2018-07-27 13:01:00+00:00,2019-01-04 09:18:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
900,"6,17,23",Lake,39.04786,-123.11971,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,River Fire (Mendocino Complex),48920.0,2018-07-27 13:01:00+00:00,2019-01-04 09:18:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
901,"6,17,23",Mendocino,39.04786,-123.11971,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,River Fire (Mendocino Complex),48920.0,2018-07-27 13:01:00+00:00,2019-01-04 09:18:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
902,18,Lassen,40.633536,-120.868091,Unified Command: CAL FIRE and USFS Lassen National Forest,Whaleback Fire,18703.0,2018-07-27 13:32:00+00:00,2019-01-04 09:32:00+00:00,2018,100.0,False,2018-07-27,407.76,0.18,14,pass
903,15,Kern,35.387408,-118.817934,Kern County Fire Department,Breckenridge Fire,993.0,2018-07-27 16:12:00+00:00,2019-01-04 09:32:00+00:00,2018,100.0,False,2018-07-27,407.76,0.18,14,pass
904,37,San Diego,33.078920000000004,-116.91845,Unified Command: CAL FIRE San Diego County Fire Authority and San Diego County Fire ,Pasqual Fire,365.0,2018-07-27 13:28:00+00:00,2019-01-04 09:32:00+00:00,2018,100.0,True,2018-07-27,407.76,0.18,14,pass
905,54,Tulare,36.21634,-118.82989,CAL FIRE Tulare Unit,Balch Fire,100.0,2018-07-27 12:14:00+00:00,2019-01-04 09:33:00+00:00,2018,100.0,False,2018-07-27,407.76,0.18,14,pass
906,"45,53",Shasta,40.65428,-122.62357,"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area",Carr Fire,229651.0,2018-07-23 13:15:00+00:00,2019-01-04 09:37:00+00:00,2018,100.0,True,2018-07-23,408.6,0.21,13,pass
907,"45,53",Trinity,40.65428,-122.62357,"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area",Carr Fire,229651.0,2018-07-23 13:15:00+00:00,2019-01-04 09:37:00+00:00,2018,100.0,True,2018-07-23,408.6,0.21,13,pass
908,19,Los Angeles,34.38039000000001,-118.60441000000002,Los Angeles County Fire Department ,Pico Fire,128.0,2018-07-23 12:55:00+00:00,2019-01-04 09:37:00+00:00,2018,100.0,False,2018-07-23,408.6,0.21,13,pass
909,33,Riverside,33.56921,-116.154398,CAL FIRE Riverside County Fire,Martinez Fire,40.0,2018-07-23 14:55:00+00:00,2019-01-04 09:36:00+00:00,2018,100.0,False,2018-07-23,408.6,0.21,13,pass
910,4,Butte,39.8134,-121.4347,"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFS",Camp Fire,153336.0,2018-11-08 06:33:00+00:00,2018-11-25 08:00:00+00:00,2018,100.0,True,2018-11-08,407.06,0.2,10,pass
911,"19,56",Los Angeles,34.235,-118.70128,Ventura County Fire Dept. and Los Angeles County Fire Dept.,Woolsey Fire,96949.0,2018-11-08 14:24:00+00:00,2019-01-04 08:42:00+00:00,2018,100.0,True,2018-11-08,407.06,0.2,10,pass
